Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
OG0035566	arahy.Tifrunner.gnm1.ann1.6BJ5X9.1				
OG0035567	arahy.Tifrunner.gnm1.ann1.PEW1I2.1				
OG0035568	arahy.Tifrunner.gnm1.ann1.DH8F8S.1				
OG0035569	arahy.Tifrunner.gnm1.ann1.JGWU85.1				
OG0035570	arahy.Tifrunner.gnm1.ann1.58VMN1.1				
OG0035571	arahy.Tifrunner.gnm1.ann1.S298XJ.1				
OG0035572	arahy.Tifrunner.gnm1.ann1.S75L7B.1				
OG0035573	arahy.Tifrunner.gnm1.ann1.B5TA4E.1				
OG0035574	arahy.Tifrunner.gnm1.ann1.NT5R3P.1				
OG0035575	arahy.Tifrunner.gnm1.ann1.YYQ0V2.1				
OG0035576	arahy.Tifrunner.gnm1.ann1.LT9345.1				
OG0035577	arahy.Tifrunner.gnm1.ann1.NNU962.1				
OG0035578	arahy.Tifrunner.gnm1.ann1.T41BVH.1				
OG0035579	arahy.Tifrunner.gnm1.ann1.N7IUYV.1				
OG0035580	arahy.Tifrunner.gnm1.ann1.EBY6Y5.3				
OG0035581	arahy.Tifrunner.gnm1.ann1.TAI6X1.1				
OG0035582	arahy.Tifrunner.gnm1.ann1.RGR4LV.1				
OG0035583	arahy.Tifrunner.gnm1.ann1.VM43RE.1				
OG0035584	arahy.Tifrunner.gnm1.ann1.4MW0AD.2				
OG0035585	arahy.Tifrunner.gnm1.ann1.KHQT57.1				
OG0035586	arahy.Tifrunner.gnm1.ann1.VD0EAU.1				
OG0035587	arahy.Tifrunner.gnm1.ann1.AG2MXP.1				
OG0035588	arahy.Tifrunner.gnm1.ann1.IA3QS0.1				
OG0035589	arahy.Tifrunner.gnm1.ann1.A46I61.1				
OG0035590	arahy.Tifrunner.gnm1.ann1.FNS44E.1				
OG0035591	arahy.Tifrunner.gnm1.ann1.19E8GC.2				
OG0035592	arahy.Tifrunner.gnm1.ann1.AAF2T9.1				
OG0035593	arahy.Tifrunner.gnm1.ann1.DQ6KFY.1				
OG0035594	arahy.Tifrunner.gnm1.ann1.I1811Q.2				
OG0035595	arahy.Tifrunner.gnm1.ann1.LPJ2JQ.1				
OG0035596	arahy.Tifrunner.gnm1.ann1.EW9U9R.1				
OG0035597	arahy.Tifrunner.gnm1.ann1.UV6UNV.6				
OG0035598	arahy.Tifrunner.gnm1.ann1.CGS7RJ.1				
OG0035599	arahy.Tifrunner.gnm1.ann1.97Y61N.1				
OG0035600	arahy.Tifrunner.gnm1.ann1.Z845V7.2				
OG0035601	arahy.Tifrunner.gnm1.ann1.XN8K2M.1				
OG0035602	arahy.Tifrunner.gnm1.ann1.GRS0A1.1				
OG0035603	arahy.Tifrunner.gnm1.ann1.JI0RX7.1				
OG0035604	arahy.Tifrunner.gnm1.ann1.IVB54W.1				
OG0035605	arahy.Tifrunner.gnm1.ann1.4WLG0J.1				
OG0035606	arahy.Tifrunner.gnm1.ann1.DUFS6Z.1				
OG0035607	arahy.Tifrunner.gnm1.ann1.PEGA0Q.1				
OG0035608	arahy.Tifrunner.gnm1.ann1.QD7JCU.1				
OG0035609	arahy.Tifrunner.gnm1.ann1.KLDP20.1				
OG0035610	arahy.Tifrunner.gnm1.ann1.6XGZ20.3				
OG0035611	arahy.Tifrunner.gnm1.ann1.06HR6X.1				
OG0035612	arahy.Tifrunner.gnm1.ann1.R94L82.1				
OG0035613	arahy.Tifrunner.gnm1.ann1.R7CR2A.1				
OG0035614	arahy.Tifrunner.gnm1.ann1.KAWB7J.1				
OG0035615	arahy.Tifrunner.gnm1.ann1.ISSH63.1				
OG0035616	arahy.Tifrunner.gnm1.ann1.UP4GWX.1				
OG0035617	arahy.Tifrunner.gnm1.ann1.9T9YI2.1				
OG0035618	arahy.Tifrunner.gnm1.ann1.J6ELEK.1				
OG0035619	arahy.Tifrunner.gnm1.ann1.BAD1H7.1				
OG0035620	arahy.Tifrunner.gnm1.ann1.C6YBIW.1				
OG0035621	arahy.Tifrunner.gnm1.ann1.KESR0W.1				
OG0035622	arahy.Tifrunner.gnm1.ann1.R1P6K1.1				
OG0035623	arahy.Tifrunner.gnm1.ann1.C8FBNK.1				
OG0035624	arahy.Tifrunner.gnm1.ann1.4MU1S5.1				
OG0035625	arahy.Tifrunner.gnm1.ann1.B9C2PL.1				
OG0035626	arahy.Tifrunner.gnm1.ann1.EZRH7V.1				
OG0035627	arahy.Tifrunner.gnm1.ann1.XJ54RQ.1				
OG0035628	arahy.Tifrunner.gnm1.ann1.WK6TPR.1				
OG0035629	arahy.Tifrunner.gnm1.ann1.SYZ79T.1				
OG0035630	arahy.Tifrunner.gnm1.ann1.IVQN36.1				
OG0035631	arahy.Tifrunner.gnm1.ann1.W14UHG.1				
OG0035632	arahy.Tifrunner.gnm1.ann1.CH9B83.1				
OG0035633	arahy.Tifrunner.gnm1.ann1.NKJ5T4.1				
OG0035634	arahy.Tifrunner.gnm1.ann1.L80AHZ.1				
OG0035635	arahy.Tifrunner.gnm1.ann1.5CZ66Y.1				
OG0035636	arahy.Tifrunner.gnm1.ann1.6W1ZCJ.1				
OG0035637	arahy.Tifrunner.gnm1.ann1.7A0A2P.1				
OG0035638	arahy.Tifrunner.gnm1.ann1.LVT35Y.1				
OG0035639	arahy.Tifrunner.gnm1.ann1.ILF4YK.1				
OG0035640	arahy.Tifrunner.gnm1.ann1.P1VEYD.1				
OG0035641	arahy.Tifrunner.gnm1.ann1.SBH60A.1				
OG0035642	arahy.Tifrunner.gnm1.ann1.37SQSE.1				
OG0035643	arahy.Tifrunner.gnm1.ann1.B627YX.1				
OG0035644	arahy.Tifrunner.gnm1.ann1.97LM7T.1				
OG0035645	arahy.Tifrunner.gnm1.ann1.E0MMEF.1				
OG0035646	arahy.Tifrunner.gnm1.ann1.DK0PE5.1				
OG0035647	arahy.Tifrunner.gnm1.ann1.W9SEAP.1				
OG0035648	arahy.Tifrunner.gnm1.ann1.V9WMHM.1				
OG0035649	arahy.Tifrunner.gnm1.ann1.AUJU4A.1				
OG0035650	arahy.Tifrunner.gnm1.ann1.YW25AB.1				
OG0035651	arahy.Tifrunner.gnm1.ann1.IU75VP.1				
OG0035652	arahy.Tifrunner.gnm1.ann1.WDCE6V.1				
OG0035653	arahy.Tifrunner.gnm1.ann1.QT88WB.1				
OG0035654	arahy.Tifrunner.gnm1.ann1.LI7BU1.1				
OG0035655	arahy.Tifrunner.gnm1.ann1.397MFZ.1				
OG0035656	arahy.Tifrunner.gnm1.ann1.MYUW9R.1				
OG0035657	arahy.Tifrunner.gnm1.ann1.D5S9L5.1				
OG0035658	arahy.Tifrunner.gnm1.ann1.4S3D7T.1				
OG0035659	arahy.Tifrunner.gnm1.ann1.D4BK2C.2				
OG0035660	arahy.Tifrunner.gnm1.ann1.KN8HBW.1				
OG0035661	arahy.Tifrunner.gnm1.ann1.14EF4H.1				
OG0035662	arahy.Tifrunner.gnm1.ann1.RLV4PD.1				
OG0035663	arahy.Tifrunner.gnm1.ann1.ZI8IT7.1				
OG0035664	arahy.Tifrunner.gnm1.ann1.JK2ER6.1				
OG0035665	arahy.Tifrunner.gnm1.ann1.7P630Y.1				
OG0035666	arahy.Tifrunner.gnm1.ann1.EE333K.1				
OG0035667	arahy.Tifrunner.gnm1.ann1.IZP4D2.1				
OG0035668	arahy.Tifrunner.gnm1.ann1.3M8CJE.1				
OG0035669	arahy.Tifrunner.gnm1.ann1.4QL4NU.1				
OG0035670	arahy.Tifrunner.gnm1.ann1.JS19XH.1				
OG0035671	arahy.Tifrunner.gnm1.ann1.9CK4GV.1				
OG0035672	arahy.Tifrunner.gnm1.ann1.AT78S8.1				
OG0035673	arahy.Tifrunner.gnm1.ann1.T21L4I.1				
OG0035674	arahy.Tifrunner.gnm1.ann1.U7YP09.1				
OG0035675	arahy.Tifrunner.gnm1.ann1.W3E9BL.1				
OG0035676	arahy.Tifrunner.gnm1.ann1.BX0HUJ.1				
OG0035677	arahy.Tifrunner.gnm1.ann1.9I7KPZ.1				
OG0035678	arahy.Tifrunner.gnm1.ann1.SZN2UL.1				
OG0035679	arahy.Tifrunner.gnm1.ann1.3DP3ZG.1				
OG0035680	arahy.Tifrunner.gnm1.ann1.ARN35V.1				
OG0035681	arahy.Tifrunner.gnm1.ann1.H02YA3.1				
OG0035682	arahy.Tifrunner.gnm1.ann1.YBGH74.1				
OG0035683	arahy.Tifrunner.gnm1.ann1.CT4LS7.1				
OG0035684	arahy.Tifrunner.gnm1.ann1.A0Z1SH.1				
OG0035685	arahy.Tifrunner.gnm1.ann1.PI03BP.1				
OG0035686	arahy.Tifrunner.gnm1.ann1.DB0CW9.1				
OG0035687	arahy.Tifrunner.gnm1.ann1.JED1KU.1				
OG0035688	arahy.Tifrunner.gnm1.ann1.XZ8T7F.1				
OG0035689	arahy.Tifrunner.gnm1.ann1.KMB5TX.1				
OG0035690	arahy.Tifrunner.gnm1.ann1.87UIUZ.1				
OG0035691	arahy.Tifrunner.gnm1.ann1.K09IY9.1				
OG0035692	arahy.Tifrunner.gnm1.ann1.BNFW26.1				
OG0035693	arahy.Tifrunner.gnm1.ann1.C13IPN.1				
OG0035694	arahy.Tifrunner.gnm1.ann1.JQ0SA4.1				
OG0035695	arahy.Tifrunner.gnm1.ann1.5L02ZS.1				
OG0035696	arahy.Tifrunner.gnm1.ann1.NRZN5K.1				
OG0035697	arahy.Tifrunner.gnm1.ann1.L6ZH98.1				
OG0035698	arahy.Tifrunner.gnm1.ann1.3BP915.1				
OG0035699	arahy.Tifrunner.gnm1.ann1.TER3A1.1				
OG0035700	arahy.Tifrunner.gnm1.ann1.KIS81Y.1				
OG0035701	arahy.Tifrunner.gnm1.ann1.BZC8YM.1				
OG0035702	arahy.Tifrunner.gnm1.ann1.KM1FBW.1				
OG0035703	arahy.Tifrunner.gnm1.ann1.UT0AGA.1				
OG0035704	arahy.Tifrunner.gnm1.ann1.Z3LWFH.1				
OG0035705	arahy.Tifrunner.gnm1.ann1.70I7L0.1				
OG0035706	arahy.Tifrunner.gnm1.ann1.FWH2UP.1				
OG0035707	arahy.Tifrunner.gnm1.ann1.URCG3S.1				
OG0035708	arahy.Tifrunner.gnm1.ann1.ECT8PE.1				
OG0035709	arahy.Tifrunner.gnm1.ann1.5X9SY8.1				
OG0035710	arahy.Tifrunner.gnm1.ann1.X6I696.1				
OG0035711	arahy.Tifrunner.gnm1.ann1.WX8AQN.1				
OG0035712	arahy.Tifrunner.gnm1.ann1.RQ5XX8.1				
OG0035713	arahy.Tifrunner.gnm1.ann1.8D1EQN.1				
OG0035714	arahy.Tifrunner.gnm1.ann1.GVK7JC.1				
OG0035715	arahy.Tifrunner.gnm1.ann1.C5TQXW.1				
OG0035716	arahy.Tifrunner.gnm1.ann1.BP2DBN.1				
OG0035717	arahy.Tifrunner.gnm1.ann1.RAAG6N.1				
OG0035718	arahy.Tifrunner.gnm1.ann1.963ELH.1				
OG0035719	arahy.Tifrunner.gnm1.ann1.L964KV.1				
OG0035720	arahy.Tifrunner.gnm1.ann1.Z4Y9AS.1				
OG0035721	arahy.Tifrunner.gnm1.ann1.5X1RHG.1				
OG0035722	arahy.Tifrunner.gnm1.ann1.DLM7XC.1				
OG0035723	arahy.Tifrunner.gnm1.ann1.5Z503N.1				
OG0035724	arahy.Tifrunner.gnm1.ann1.QYLY8C.1				
OG0035725	arahy.Tifrunner.gnm1.ann1.7IM9YU.3				
OG0035726	arahy.Tifrunner.gnm1.ann1.UKS4G3.2				
OG0035727	arahy.Tifrunner.gnm1.ann1.LSSR7S.1				
OG0035728	arahy.Tifrunner.gnm1.ann1.76R4TT.1				
OG0035729	arahy.Tifrunner.gnm1.ann1.P05YRK.1				
OG0035730	arahy.Tifrunner.gnm1.ann1.AJRS3B.1				
OG0035731	arahy.Tifrunner.gnm1.ann1.W9AGQE.1				
OG0035732	arahy.Tifrunner.gnm1.ann1.NV3HYF.1				
OG0035733	arahy.Tifrunner.gnm1.ann1.ZDZ4LL.1				
OG0035734	arahy.Tifrunner.gnm1.ann1.X8RB79.1				
OG0035735	arahy.Tifrunner.gnm1.ann1.N4INW3.1				
OG0035736	arahy.Tifrunner.gnm1.ann1.EAT4G5.1				
OG0035737	arahy.Tifrunner.gnm1.ann1.DT0NNH.1				
OG0035738	arahy.Tifrunner.gnm1.ann1.WU2DYS.1				
OG0035739	arahy.Tifrunner.gnm1.ann1.08WXTV.1				
OG0035740	arahy.Tifrunner.gnm1.ann1.SCY2K5.1				
OG0035741	arahy.Tifrunner.gnm1.ann1.BFR0IC.1				
OG0035742	arahy.Tifrunner.gnm1.ann1.9PNN5C.1				
OG0035743	arahy.Tifrunner.gnm1.ann1.E6ICWA.1				
OG0035744	arahy.Tifrunner.gnm1.ann1.VV3YZI.2				
OG0035745	arahy.Tifrunner.gnm1.ann1.AH9CWS.1				
OG0035746	arahy.Tifrunner.gnm1.ann1.KRY3JC.1				
OG0035747	arahy.Tifrunner.gnm1.ann1.FLE44X.1				
OG0035748	arahy.Tifrunner.gnm1.ann1.E671ET.1				
OG0035749	arahy.Tifrunner.gnm1.ann1.IT2QZ4.1				
OG0035750	arahy.Tifrunner.gnm1.ann1.PS3G0C.1				
OG0035751	arahy.Tifrunner.gnm1.ann1.286I7U.1				
OG0035752	arahy.Tifrunner.gnm1.ann1.26AK95.1				
OG0035753	arahy.Tifrunner.gnm1.ann1.I31YDC.1				
OG0035754	arahy.Tifrunner.gnm1.ann1.H1H5BB.1				
OG0035755	arahy.Tifrunner.gnm1.ann1.CGG9UY.1				
OG0035756	arahy.Tifrunner.gnm1.ann1.5I2DWH.1				
OG0035757	arahy.Tifrunner.gnm1.ann1.YD0IY6.1				
OG0035758	arahy.Tifrunner.gnm1.ann1.A6CKZL.1				
OG0035759	arahy.Tifrunner.gnm1.ann1.KJ0GBN.1				
OG0035760	arahy.Tifrunner.gnm1.ann1.61ILA5.1				
OG0035761	arahy.Tifrunner.gnm1.ann1.5MZ6CB.1				
OG0035762	arahy.Tifrunner.gnm1.ann1.6KUD52.1				
OG0035763	arahy.Tifrunner.gnm1.ann1.HR4B5C.1				
OG0035764	arahy.Tifrunner.gnm1.ann1.XVG555.1				
OG0035765	arahy.Tifrunner.gnm1.ann1.FYU8J9.1				
OG0035766	arahy.Tifrunner.gnm1.ann1.ZQ3F6U.1				
OG0035767	arahy.Tifrunner.gnm1.ann1.PTQD44.1				
OG0035768	arahy.Tifrunner.gnm1.ann1.NXQD4F.1				
OG0035769	arahy.Tifrunner.gnm1.ann1.FTT948.1				
OG0035770	arahy.Tifrunner.gnm1.ann1.0DY3J5.1				
OG0035771	arahy.Tifrunner.gnm1.ann1.759CEW.1				
OG0035772	arahy.Tifrunner.gnm1.ann1.UA18VR.1				
OG0035773	arahy.Tifrunner.gnm1.ann1.BYM6W0.1				
OG0035774	arahy.Tifrunner.gnm1.ann1.U1014S.1				
OG0035775	arahy.Tifrunner.gnm1.ann1.56997E.1				
OG0035776	arahy.Tifrunner.gnm1.ann1.VCF5QC.1				
OG0035777	arahy.Tifrunner.gnm1.ann1.G7HP2Z.1				
OG0035778	arahy.Tifrunner.gnm1.ann1.I1SMWM.1				
OG0035779	arahy.Tifrunner.gnm1.ann1.C0K1FP.1				
OG0035780	arahy.Tifrunner.gnm1.ann1.FKQ7LK.1				
OG0035781	arahy.Tifrunner.gnm1.ann1.08H2K0.1				
OG0035782	arahy.Tifrunner.gnm1.ann1.30D4G4.1				
OG0035783	arahy.Tifrunner.gnm1.ann1.W45FCN.1				
OG0035784	arahy.Tifrunner.gnm1.ann1.TENZ7S.1				
OG0035785	arahy.Tifrunner.gnm1.ann1.W6TY16.1				
OG0035786	arahy.Tifrunner.gnm1.ann1.LI48FV.1				
OG0035787	arahy.Tifrunner.gnm1.ann1.C9JQ4Z.1				
OG0035788	arahy.Tifrunner.gnm1.ann1.JB63H4.1				
OG0035789	arahy.Tifrunner.gnm1.ann1.H37XJE.1				
OG0035790	arahy.Tifrunner.gnm1.ann1.VR6UAQ.1				
OG0035791	arahy.Tifrunner.gnm1.ann1.UR9BCX.1				
OG0035792	arahy.Tifrunner.gnm1.ann1.Q75RKD.1				
OG0035793	arahy.Tifrunner.gnm1.ann1.UR349I.1				
OG0035794	arahy.Tifrunner.gnm1.ann1.341EN6.1				
OG0035795	arahy.Tifrunner.gnm1.ann1.J41PYN.1				
OG0035796	arahy.Tifrunner.gnm1.ann1.XHY39R.1				
OG0035797	arahy.Tifrunner.gnm1.ann1.X39KRU.1				
OG0035798	arahy.Tifrunner.gnm1.ann1.M2XER3.2				
OG0035799	arahy.Tifrunner.gnm1.ann1.UYDT2Y.1				
OG0035800	arahy.Tifrunner.gnm1.ann1.09F2IP.1				
OG0035801	arahy.Tifrunner.gnm1.ann1.U32EE0.1				
OG0035802	arahy.Tifrunner.gnm1.ann1.769SQC.1				
OG0035803	arahy.Tifrunner.gnm1.ann1.FV76QW.2				
OG0035804	arahy.Tifrunner.gnm1.ann1.DW6JLP.1				
OG0035805	arahy.Tifrunner.gnm1.ann1.G39DTN.1				
OG0035806	arahy.Tifrunner.gnm1.ann1.WCL8RF.1				
OG0035807	arahy.Tifrunner.gnm1.ann1.B1KVMA.1				
OG0035808	arahy.Tifrunner.gnm1.ann1.0UCE1L.1				
OG0035809	arahy.Tifrunner.gnm1.ann1.V0BFA1.1				
OG0035810	arahy.Tifrunner.gnm1.ann1.RD8VGU.1				
OG0035811	arahy.Tifrunner.gnm1.ann1.K17E06.1				
OG0035812	arahy.Tifrunner.gnm1.ann1.NNXL48.1				
OG0035813	arahy.Tifrunner.gnm1.ann1.Q6V9VS.1				
OG0035814	arahy.Tifrunner.gnm1.ann1.75VXC9.1				
OG0035815	arahy.Tifrunner.gnm1.ann1.ANI736.1				
OG0035816	arahy.Tifrunner.gnm1.ann1.HXV4VT.1				
OG0035817	arahy.Tifrunner.gnm1.ann1.J8WNHI.1				
OG0035818	arahy.Tifrunner.gnm1.ann1.1UTT3P.1				
OG0035819	arahy.Tifrunner.gnm1.ann1.T8J8BP.1				
OG0035820	arahy.Tifrunner.gnm1.ann1.4Z2M5N.1				
OG0035821	arahy.Tifrunner.gnm1.ann1.JG4KI1.1				
OG0035822	arahy.Tifrunner.gnm1.ann1.Q0RHW2.1				
OG0035823	arahy.Tifrunner.gnm1.ann1.LVQ67B.1				
OG0035824	arahy.Tifrunner.gnm1.ann1.E5Y8NZ.1				
OG0035825	arahy.Tifrunner.gnm1.ann1.4GF8V7.1				
OG0035826	arahy.Tifrunner.gnm1.ann1.Z6M6LZ.1				
OG0035827	arahy.Tifrunner.gnm1.ann1.6VZ6G8.1				
OG0035828	arahy.Tifrunner.gnm1.ann1.L6WGFW.1				
OG0035829	arahy.Tifrunner.gnm1.ann1.FEX8G7.1				
OG0035830	arahy.Tifrunner.gnm1.ann1.9WE5WS.1				
OG0035831	arahy.Tifrunner.gnm1.ann1.42WI7N.1				
OG0035832	arahy.Tifrunner.gnm1.ann1.REB8WP.1				
OG0035833	arahy.Tifrunner.gnm1.ann1.NHTB1I.1				
OG0035834	arahy.Tifrunner.gnm1.ann1.79PBZ8.1				
OG0035835	arahy.Tifrunner.gnm1.ann1.GNTH39.1				
OG0035836	arahy.Tifrunner.gnm1.ann1.D6JQQQ.3				
OG0035837	arahy.Tifrunner.gnm1.ann1.VD4SHF.1				
OG0035838	arahy.Tifrunner.gnm1.ann1.N9FI25.1				
OG0035839	arahy.Tifrunner.gnm1.ann1.FI6I6T.1				
OG0035840	arahy.Tifrunner.gnm1.ann1.I77GVJ.1				
OG0035841	arahy.Tifrunner.gnm1.ann1.6X50E3.1				
OG0035842	arahy.Tifrunner.gnm1.ann1.VYJ22Y.1				
OG0035843	arahy.Tifrunner.gnm1.ann1.LLQV15.1				
OG0035844	arahy.Tifrunner.gnm1.ann1.VZ8YXD.1				
OG0035845	arahy.Tifrunner.gnm1.ann1.KDN8FX.1				
OG0035846	arahy.Tifrunner.gnm1.ann1.CAZ0UP.1				
OG0035847	arahy.Tifrunner.gnm1.ann1.L8EKIA.1				
OG0035848	arahy.Tifrunner.gnm1.ann1.VKL24F.1				
OG0035849	arahy.Tifrunner.gnm1.ann1.RRWV3G.1				
OG0035850	arahy.Tifrunner.gnm1.ann1.BPG5A9.1				
OG0035851	arahy.Tifrunner.gnm1.ann1.QR17ZP.1				
OG0035852	arahy.Tifrunner.gnm1.ann1.X8DA0M.1				
OG0035853	arahy.Tifrunner.gnm1.ann1.40KBVJ.1				
OG0035854	arahy.Tifrunner.gnm1.ann1.IXC5F2.1				
OG0035855	arahy.Tifrunner.gnm1.ann1.5DCW4K.1				
OG0035856	arahy.Tifrunner.gnm1.ann1.Z30S1G.1				
OG0035857	arahy.Tifrunner.gnm1.ann1.ZW9ABU.1				
OG0035858	arahy.Tifrunner.gnm1.ann1.5U7Y9H.1				
OG0035859	arahy.Tifrunner.gnm1.ann1.J8SPSJ.2				
OG0035860	arahy.Tifrunner.gnm1.ann1.CY3MBD.1				
OG0035861	arahy.Tifrunner.gnm1.ann1.5RJ9GW.1				
OG0035862	arahy.Tifrunner.gnm1.ann1.T37YPL.1				
OG0035863	arahy.Tifrunner.gnm1.ann1.CC2PZJ.1				
OG0035864	arahy.Tifrunner.gnm1.ann1.2YK8S2.1				
OG0035865	arahy.Tifrunner.gnm1.ann1.PQ8ST8.1				
OG0035866	arahy.Tifrunner.gnm1.ann1.KKPS0T.1				
OG0035867	arahy.Tifrunner.gnm1.ann1.PJ2K6A.1				
OG0035868	arahy.Tifrunner.gnm1.ann1.BX3ZCH.1				
OG0035869	arahy.Tifrunner.gnm1.ann1.W39Z9D.1				
OG0035870	arahy.Tifrunner.gnm1.ann1.D7NFZP.1				
OG0035871	arahy.Tifrunner.gnm1.ann1.IBEJ75.1				
OG0035872	arahy.Tifrunner.gnm1.ann1.J270P7.1				
OG0035873	arahy.Tifrunner.gnm1.ann1.96ZSDT.1				
OG0035874	arahy.Tifrunner.gnm1.ann1.7SJ9JV.1				
OG0035875	arahy.Tifrunner.gnm1.ann1.U2N233.1				
OG0035876	arahy.Tifrunner.gnm1.ann1.IK6XD2.1				
OG0035877	arahy.Tifrunner.gnm1.ann1.RALJ2M.1				
OG0035878	arahy.Tifrunner.gnm1.ann1.E4ES0U.1				
OG0035879	arahy.Tifrunner.gnm1.ann1.Q96YMU.1				
OG0035880	arahy.Tifrunner.gnm1.ann1.ME03Z4.1				
OG0035881	arahy.Tifrunner.gnm1.ann1.N295LA.1				
OG0035882	arahy.Tifrunner.gnm1.ann1.LC2Y2P.2				
OG0035883	arahy.Tifrunner.gnm1.ann1.AFU82X.1				
OG0035884	arahy.Tifrunner.gnm1.ann1.TZ4FJ6.1				
OG0035885	arahy.Tifrunner.gnm1.ann1.83JZLS.1				
OG0035886	arahy.Tifrunner.gnm1.ann1.CF0C3I.1				
OG0035887	arahy.Tifrunner.gnm1.ann1.NV2IFB.1				
OG0035888	arahy.Tifrunner.gnm1.ann1.PLIR1X.1				
OG0035889	arahy.Tifrunner.gnm1.ann1.GL8TWV.1				
OG0035890	arahy.Tifrunner.gnm1.ann1.HF93XK.1				
OG0035891	arahy.Tifrunner.gnm1.ann1.Q4AMIE.1				
OG0035892	arahy.Tifrunner.gnm1.ann1.3M17CZ.1				
OG0035893	arahy.Tifrunner.gnm1.ann1.SFPI36.1				
OG0035894	arahy.Tifrunner.gnm1.ann1.R27EBV.1				
OG0035895	arahy.Tifrunner.gnm1.ann1.8Y1D5N.1				
OG0035896	arahy.Tifrunner.gnm1.ann1.B6KC6C.1				
OG0035897	arahy.Tifrunner.gnm1.ann1.BGFV7A.1				
OG0035898	arahy.Tifrunner.gnm1.ann1.Y9YBLC.1				
OG0035899	arahy.Tifrunner.gnm1.ann1.D0J2JD.1				
OG0035900	arahy.Tifrunner.gnm1.ann1.R6A6H4.1				
OG0035901	arahy.Tifrunner.gnm1.ann1.GT2ITI.1				
OG0035902	arahy.Tifrunner.gnm1.ann1.QIE26X.1				
OG0035903	arahy.Tifrunner.gnm1.ann1.TK66KG.1				
OG0035904	arahy.Tifrunner.gnm1.ann1.REV2BJ.1				
OG0035905	arahy.Tifrunner.gnm1.ann1.6PF3XA.1				
OG0035906	arahy.Tifrunner.gnm1.ann1.ZZ2I4P.1				
OG0035907	arahy.Tifrunner.gnm1.ann1.JAK3I1.1				
OG0035908	arahy.Tifrunner.gnm1.ann1.VM9CX9.1				
OG0035909	arahy.Tifrunner.gnm1.ann1.3I28FP.1				
OG0035910	arahy.Tifrunner.gnm1.ann1.H4HJMA.1				
OG0035911	arahy.Tifrunner.gnm1.ann1.MKN8I3.1				
OG0035912	arahy.Tifrunner.gnm1.ann1.IRN6W6.1				
OG0035913	arahy.Tifrunner.gnm1.ann1.39UCUQ.1				
OG0035914	arahy.Tifrunner.gnm1.ann1.JNH9P6.4				
OG0035915	arahy.Tifrunner.gnm1.ann1.2XVM9C.1				
OG0035916	arahy.Tifrunner.gnm1.ann1.80NXVT.1				
OG0035917	arahy.Tifrunner.gnm1.ann1.TPX8GP.1				
OG0035918	arahy.Tifrunner.gnm1.ann1.R6CG3L.1				
OG0035919	arahy.Tifrunner.gnm1.ann1.AEW45S.1				
OG0035920	arahy.Tifrunner.gnm1.ann1.B48KMS.1				
OG0035921	arahy.Tifrunner.gnm1.ann1.8L03H9.1				
OG0035922	arahy.Tifrunner.gnm1.ann1.R8ZFVV.1				
OG0035923	arahy.Tifrunner.gnm1.ann1.S1YAK4.1				
OG0035924	arahy.Tifrunner.gnm1.ann1.LUG27M.1				
OG0035925	arahy.Tifrunner.gnm1.ann1.YPPH64.1				
OG0035926	arahy.Tifrunner.gnm1.ann1.DNT33C.1				
OG0035927	arahy.Tifrunner.gnm1.ann1.44STCA.1				
OG0035928	arahy.Tifrunner.gnm1.ann1.U9PSI8.1				
OG0035929	arahy.Tifrunner.gnm1.ann1.0M423A.1				
OG0035930	arahy.Tifrunner.gnm1.ann1.7N7SJA.1				
OG0035931	arahy.Tifrunner.gnm1.ann1.WY6BZE.1				
OG0035932	arahy.Tifrunner.gnm1.ann1.6C44PS.1				
OG0035933	arahy.Tifrunner.gnm1.ann1.7VU6BN.1				
OG0035934	arahy.Tifrunner.gnm1.ann1.KQQQ0G.1				
OG0035935	arahy.Tifrunner.gnm1.ann1.Y78HYB.1				
OG0035936	arahy.Tifrunner.gnm1.ann1.3NI6BV.1				
OG0035937	arahy.Tifrunner.gnm1.ann1.NLVK9J.1				
OG0035938	arahy.Tifrunner.gnm1.ann1.6W5VQP.1				
OG0035939	arahy.Tifrunner.gnm1.ann1.F096Y2.1				
OG0035940	arahy.Tifrunner.gnm1.ann1.UQ0TL8.1				
OG0035941	arahy.Tifrunner.gnm1.ann1.DSUQ5V.1				
OG0035942	arahy.Tifrunner.gnm1.ann1.AJBD6K.1				
OG0035943	arahy.Tifrunner.gnm1.ann1.L65238.1				
OG0035944	arahy.Tifrunner.gnm1.ann1.HRI1KU.1				
OG0035945	arahy.Tifrunner.gnm1.ann1.KY405E.1				
OG0035946	arahy.Tifrunner.gnm1.ann1.TF0YG1.1				
OG0035947	arahy.Tifrunner.gnm1.ann1.R4UTE8.1				
OG0035948	arahy.Tifrunner.gnm1.ann1.EEEJ2F.1				
OG0035949	arahy.Tifrunner.gnm1.ann1.RB932S.1				
OG0035950	arahy.Tifrunner.gnm1.ann1.71M9F4.1				
OG0035951	arahy.Tifrunner.gnm1.ann1.ESQ8CN.1				
OG0035952	arahy.Tifrunner.gnm1.ann1.VIV0M7.1				
OG0035953	arahy.Tifrunner.gnm1.ann1.PXX11A.1				
OG0035954	arahy.Tifrunner.gnm1.ann1.T45VHI.2				
