Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum	Total
OG0002751	4	4	3	1	2	14
OG0002752	1	0	5	0	8	14
OG0002753	4	3	7	0	0	14
OG0002754	12	0	0	1	1	14
OG0002755	3	8	1	1	1	14
OG0002756	5	3	2	2	2	14
OG0002757	4	5	2	1	2	14
OG0002758	13	1	0	0	0	14
OG0002759	4	3	2	2	3	14
OG0002760	4	6	1	2	1	14
OG0002761	4	4	2	3	1	14
OG0002762	5	6	0	2	1	14
OG0002763	2	0	2	1	9	14
OG0002764	4	5	1	2	2	14
OG0002765	5	1	3	2	3	14
OG0002766	4	6	1	2	1	14
OG0002767	2	5	3	1	3	14
OG0002768	5	7	0	1	1	14
OG0002769	14	0	0	0	0	14
OG0002770	3	3	2	3	3	14
OG0002771	4	8	1	0	1	14
OG0002772	5	4	2	2	1	14
OG0002773	2	6	3	1	2	14
OG0002774	2	8	1	2	1	14
OG0002775	14	0	0	0	0	14
OG0002776	14	0	0	0	0	14
OG0002777	7	2	2	1	2	14
OG0002778	5	4	1	2	2	14
OG0002779	4	4	2	2	2	14
OG0002780	4	3	3	2	2	14
OG0002781	2	5	3	2	2	14
OG0002782	13	1	0	0	0	14
OG0002783	5	3	1	3	2	14
OG0002784	4	4	2	2	2	14
OG0002785	5	3	2	2	2	14
OG0002786	9	0	2	1	2	14
OG0002787	4	4	2	2	2	14
OG0002788	4	4	2	2	2	14
OG0002789	4	4	2	2	2	14
OG0002790	13	0	1	0	0	14
OG0002791	4	5	1	2	2	14
OG0002792	5	5	1	1	2	14
OG0002793	4	6	1	2	1	14
OG0002794	11	0	1	1	1	14
OG0002795	5	2	2	3	2	14
OG0002796	4	2	3	2	3	14
OG0002797	4	4	2	2	2	14
OG0002798	5	6	1	1	1	14
OG0002799	4	6	2	1	1	14
OG0002800	8	1	2	1	2	14
OG0002801	2	2	8	1	1	14
OG0002802	4	5	3	2	0	14
OG0002803	4	5	2	1	2	14
OG0002804	4	4	3	1	2	14
OG0002805	4	4	3	2	1	14
OG0002806	2	7	2	1	2	14
OG0002807	6	2	2	2	2	14
OG0002808	14	0	0	0	0	14
OG0002809	2	4	3	2	3	14
OG0002810	6	3	2	1	2	14
OG0002811	3	7	2	1	1	14
OG0002812	2	4	3	3	2	14
OG0002813	2	6	2	2	2	14
OG0002814	4	4	3	1	2	14
OG0002815	4	6	2	1	1	14
OG0002816	14	0	0	0	0	14
OG0002817	4	4	2	2	2	14
OG0002818	2	7	2	1	2	14
OG0002819	3	3	4	2	2	14
OG0002820	5	2	3	3	1	14
OG0002821	4	4	2	2	2	14
OG0002822	4	3	2	2	3	14
OG0002823	2	4	3	2	3	14
OG0002824	4	6	1	1	2	14
OG0002825	5	4	2	2	1	14
OG0002826	12	0	0	1	1	14
OG0002827	8	2	1	2	1	14
OG0002828	4	2	3	2	3	14
OG0002829	3	2	3	2	4	14
OG0002830	3	4	4	1	2	14
OG0002831	3	6	3	1	1	14
OG0002832	6	2	2	2	2	14
OG0002833	3	0	3	3	5	14
OG0002834	5	4	1	2	2	14
OG0002835	6	0	4	1	3	14
OG0002836	4	4	2	2	2	14
OG0002837	4	5	1	2	2	14
OG0002838	4	3	3	2	2	14
OG0002839	4	3	3	2	2	14
OG0002840	4	4	2	1	3	14
OG0002841	5	4	2	1	2	14
OG0002842	4	2	3	1	4	14
OG0002843	2	5	2	3	2	14
OG0002844	8	2	1	1	2	14
OG0002845	3	5	5	0	1	14
OG0002846	2	6	2	2	2	14
OG0002847	4	4	2	2	2	14
OG0002848	5	0	6	1	2	14
OG0002849	7	2	1	2	2	14
OG0002850	8	3	1	1	1	14
OG0002851	2	7	2	1	2	14
OG0002852	4	6	1	1	2	14
OG0002853	4	7	1	1	1	14
OG0002854	7	2	2	1	2	14
OG0002855	14	0	0	0	0	14
OG0002856	4	6	1	1	2	14
OG0002857	4	2	3	2	3	14
OG0002858	6	2	2	2	2	14
OG0002859	4	2	3	2	3	14
OG0002860	2	5	3	1	3	14
OG0002861	2	6	2	2	2	14
OG0002862	4	7	1	1	1	14
OG0002863	7	4	1	1	1	14
OG0002864	2	4	0	7	1	14
OG0002865	6	2	2	2	2	14
OG0002866	4	2	3	2	3	14
OG0002867	4	8	0	1	1	14
OG0002868	6	4	1	1	2	14
OG0002869	3	6	2	1	2	14
OG0002870	4	6	1	1	2	14
OG0002871	2	8	1	1	2	14
OG0002872	4	3	2	2	3	14
OG0002873	5	2	2	3	2	14
OG0002874	5	5	2	1	1	14
OG0002875	2	9	1	1	1	14
OG0002876	7	4	1	1	1	14
OG0002877	10	0	1	1	2	14
OG0002878	4	6	1	2	1	14
OG0002879	4	2	5	0	3	14
OG0002880	14	0	0	0	0	14
OG0002881	3	4	3	2	2	14
OG0002882	3	7	1	1	2	14
OG0002883	4	5	4	1	0	14
OG0002884	2	4	3	2	3	14
OG0002885	5	4	2	1	2	14
OG0002886	7	1	2	2	2	14
OG0002887	2	7	2	1	2	14
OG0002888	2	7	1	2	2	14
OG0002889	4	5	2	2	1	14
OG0002890	4	2	3	2	3	14
OG0002891	2	8	1	1	2	14
OG0002892	3	7	2	1	1	14
OG0002893	3	8	1	1	1	14
OG0002894	4	5	2	1	2	14
OG0002895	5	0	2	2	5	14
OG0002896	14	0	0	0	0	14
OG0002897	5	6	1	1	1	14
OG0002898	2	0	10	1	1	14
OG0002899	2	2	1	8	1	14
OG0002900	2	7	2	1	2	14
OG0002901	2	5	3	1	3	14
OG0002902	3	6	3	1	1	14
OG0002903	4	6	1	1	2	14
OG0002904	6	3	2	1	2	14
OG0002905	6	5	1	1	1	14
OG0002906	3	6	2	1	2	14
OG0002907	2	5	2	2	3	14
OG0002908	2	0	4	6	2	14
OG0002909	4	5	0	3	2	14
OG0002910	1	1	9	0	3	14
OG0002911	8	3	1	1	1	14
OG0002912	2	8	1	1	2	14
OG0002913	2	6	2	3	1	14
OG0002914	3	6	2	1	2	14
OG0002915	4	4	2	2	2	14
OG0002916	2	8	2	1	1	14
OG0002917	4	2	1	5	2	14
OG0002918	3	3	2	3	3	14
OG0002919	6	1	2	3	2	14
OG0002920	4	4	2	2	2	14
OG0002921	4	5	1	2	2	14
OG0002922	2	6	2	1	3	14
OG0002923	6	4	1	2	1	14
OG0002924	4	5	2	1	2	14
OG0002925	5	2	1	4	2	14
OG0002926	4	4	2	2	2	14
OG0002927	2	7	2	1	2	14
OG0002928	4	5	1	1	3	14
OG0002929	4	4	3	1	2	14
OG0002930	4	4	4	1	1	14
OG0002931	2	7	2	2	1	14
OG0002932	4	6	2	1	1	14
OG0002933	8	0	2	2	2	14
OG0002934	5	5	1	2	1	14
OG0002935	1	9	1	2	1	14
OG0002936	3	4	3	1	3	14
OG0002937	4	1	3	2	4	14
OG0002938	4	5	1	4	0	14
OG0002939	2	8	1	1	2	14
OG0002940	4	5	2	1	2	14
OG0002941	2	6	2	1	3	14
OG0002942	2	6	1	3	2	14
OG0002943	5	2	2	2	3	14
OG0002944	2	5	2	2	3	14
OG0002945	2	9	2	1	0	14
OG0002946	4	4	3	1	2	14
OG0002947	2	7	2	2	1	14
OG0002948	6	2	2	2	2	14
OG0002949	2	6	3	2	1	14
OG0002950	14	0	0	0	0	14
OG0002951	2	9	1	1	1	14
OG0002952	1	6	4	1	2	14
OG0002953	2	9	1	1	1	14
OG0002954	7	0	3	2	2	14
OG0002955	2	7	2	1	2	14
OG0002956	4	7	1	1	1	14
OG0002957	8	3	1	1	1	14
OG0002958	6	4	2	1	1	14
OG0002959	2	8	1	1	2	14
OG0002960	4	4	1	3	2	14
OG0002961	4	2	3	2	3	14
OG0002962	4	4	2	2	2	14
OG0002963	2	7	2	1	2	14
OG0002964	4	4	2	2	2	14
OG0002965	2	5	3	1	3	14
OG0002966	4	4	2	2	2	14
OG0002967	4	5	1	2	2	14
OG0002968	2	4	3	2	3	14
OG0002969	4	3	3	2	2	14
OG0002970	2	6	2	2	2	14
OG0002971	2	6	2	2	2	14
OG0002972	14	0	0	0	0	14
OG0002973	3	8	1	1	1	14
OG0002974	4	6	1	2	1	14
OG0002975	4	7	1	1	1	14
OG0002976	1	2	4	5	2	14
OG0002977	2	8	2	1	1	14
OG0002978	4	4	3	1	2	14
OG0002979	4	7	1	1	1	14
OG0002980	4	5	1	3	1	14
OG0002981	4	4	2	2	2	14
OG0002982	2	4	4	1	3	14
OG0002983	4	5	2	1	2	14
OG0002984	3	8	1	2	0	14
OG0002985	4	5	2	1	2	14
OG0002986	5	2	2	2	3	14
OG0002987	2	2	3	3	4	14
OG0002988	4	3	3	1	3	14
OG0002989	2	6	3	1	2	14
OG0002990	2	6	2	2	2	14
OG0002991	3	5	2	2	2	14
OG0002992	6	5	1	1	1	14
OG0002993	2	9	1	1	1	14
OG0002994	2	4	3	2	3	14
OG0002995	2	6	2	3	1	14
OG0002996	3	6	2	1	2	14
OG0002997	4	5	2	1	2	14
OG0002998	2	6	2	2	2	14
OG0002999	4	4	2	2	2	14
OG0003000	2	5	1	3	3	14
OG0003001	2	4	4	1	3	14
OG0003002	7	4	1	1	1	14
OG0003003	4	7	1	1	1	14
OG0003004	2	6	1	2	3	14
OG0003005	4	4	2	2	2	14
OG0003006	2	9	1	1	1	14
OG0003007	2	4	2	4	2	14
OG0003008	6	5	1	1	1	14
OG0003009	2	4	3	2	3	14
OG0003010	3	2	3	2	4	14
OG0003011	3	5	2	2	2	14
OG0003012	4	5	2	2	1	14
OG0003013	3	8	1	1	1	14
OG0003014	4	2	3	3	2	14
OG0003015	2	4	3	3	2	14
OG0003016	4	6	1	2	1	14
OG0003017	10	3	0	1	0	14
OG0003018	5	4	1	3	1	14
OG0003019	2	7	2	1	2	14
OG0003020	4	3	3	2	2	14
OG0003021	2	5	4	2	1	14
OG0003022	2	7	1	2	2	14
OG0003023	2	2	4	3	3	14
OG0003024	2	5	2	3	2	14
OG0003025	2	3	4	2	3	14
OG0003026	2	2	3	4	3	14
OG0003027	2	6	2	2	2	14
OG0003028	5	2	1	3	3	14
OG0003029	5	2	3	2	2	14
OG0003030	14	0	0	0	0	14
OG0003031	4	5	2	1	2	14
OG0003032	4	4	2	2	2	14
OG0003033	5	4	2	1	2	14
OG0003034	4	3	5	1	1	14
OG0003035	3	3	3	2	3	14
OG0003036	2	6	2	2	2	14
OG0003037	5	6	1	1	1	14
OG0003038	3	8	1	1	1	14
OG0003039	4	0	4	4	2	14
OG0003040	4	4	2	2	2	14
OG0003041	4	3	3	2	2	14
OG0003042	2	7	2	1	2	14
OG0003043	3	4	2	2	3	14
OG0003044	5	5	1	2	1	14
OG0003045	4	2	3	2	3	14
OG0003046	4	7	1	1	1	14
OG0003047	4	4	2	2	2	14
OG0003048	2	6	2	1	3	14
OG0003049	2	3	3	2	4	14
OG0003050	5	2	2	4	1	14
OG0003051	1	5	2	2	4	14
OG0003052	4	5	2	1	2	14
OG0003053	2	6	2	1	3	14
OG0003054	1	3	6	4	0	14
OG0003055	1	8	2	2	1	14
OG0003056	1	3	4	2	4	14
OG0003057	1	4	5	2	2	14
OG0003058	2	9	1	1	1	14
OG0003059	2	7	2	1	2	14
OG0003060	2	4	3	2	3	14
OG0003061	5	2	1	2	4	14
OG0003062	2	6	2	2	2	14
OG0003063	2	8	1	1	2	14
OG0003064	2	9	1	1	1	14
OG0003065	2	6	4	1	1	14
OG0003066	4	5	2	1	2	14
OG0003067	4	4	2	2	2	14
OG0003068	2	9	1	1	1	14
OG0003069	2	10	0	2	0	14
OG0003070	4	4	2	2	2	14
OG0003071	2	5	3	2	2	14
OG0003072	4	6	2	2	0	14
OG0003073	2	4	4	1	3	14
OG0003074	2	8	1	2	1	14
OG0003075	2	8	1	2	1	14
OG0003076	2	6	2	2	2	14
OG0003077	1	2	3	4	4	14
OG0003078	1	8	2	2	1	14
OG0003079	2	5	2	2	3	14
OG0003080	2	0	10	0	2	14
OG0003081	1	7	3	2	1	14
OG0003082	3	0	9	1	1	14
OG0003083	6	5	1	1	1	14
OG0003084	3	5	2	2	2	14
OG0003085	2	7	2	1	2	14
OG0003086	6	2	3	2	1	14
OG0003087	2	6	2	2	2	14
OG0003088	2	9	1	1	1	14
OG0003089	4	4	2	2	2	14
OG0003090	2	0	1	10	1	14
OG0003091	2	7	2	1	2	14
OG0003092	4	4	2	2	2	14
OG0003093	4	7	1	1	1	14
OG0003094	5	5	2	0	2	14
OG0003095	2	4	3	2	3	14
OG0003096	2	7	2	2	1	14
OG0003097	3	6	2	1	2	14
OG0003098	6	2	2	2	2	14
OG0003099	2	9	1	1	1	14
OG0003100	7	2	2	2	1	14
OG0003101	2	6	2	2	2	14
OG0003102	3	5	2	2	2	14
OG0003103	1	0	11	0	2	14
OG0003104	3	2	8	0	1	14
OG0003105	1	7	2	2	2	14
OG0003106	1	4	8	0	1	14
OG0003107	2	9	1	1	1	14
OG0003108	1	9	2	1	1	14
OG0003109	1	7	2	2	2	14
OG0003110	0	14	0	0	0	14
OG0003111	0	14	0	0	0	14
OG0003112	0	14	0	0	0	14
OG0003113	0	4	2	7	1	14
OG0003114	0	14	0	0	0	14
OG0003115	0	14	0	0	0	14
OG0003116	0	11	3	0	0	14
OG0003117	0	14	0	0	0	14
OG0003118	0	14	0	0	0	14
OG0003119	0	14	0	0	0	14
OG0003120	0	14	0	0	0	14
OG0003121	0	14	0	0	0	14
OG0003122	0	14	0	0	0	14
OG0003123	0	14	0	0	0	14
OG0003124	0	14	0	0	0	14
OG0003125	0	14	0	0	0	14
OG0003126	0	8	1	3	2	14
OG0003127	0	14	0	0	0	14
OG0003128	0	14	0	0	0	14
OG0003129	0	14	0	0	0	14
OG0003130	0	3	8	1	2	14
OG0003131	0	14	0	0	0	14
OG0003132	0	14	0	0	0	14
OG0003133	0	14	0	0	0	14
OG0003134	0	14	0	0	0	14
OG0003135	0	14	0	0	0	14
OG0003136	0	14	0	0	0	14
OG0003137	0	14	0	0	0	14
OG0003138	0	14	0	0	0	14
OG0003139	0	9	2	2	1	14
OG0003140	0	14	0	0	0	14
OG0003141	0	8	2	2	2	14
OG0003142	0	14	0	0	0	14
OG0003143	0	14	0	0	0	14
OG0003144	0	14	0	0	0	14
OG0003145	0	14	0	0	0	14
OG0003146	0	14	0	0	0	14
OG0003147	0	14	0	0	0	14
OG0003148	0	6	2	3	3	14
OG0003149	0	13	0	1	0	14
OG0003150	0	14	0	0	0	14
OG0003151	0	5	4	2	3	14
OG0003152	0	14	0	0	0	14
OG0003153	0	2	1	10	1	14
OG0003154	0	14	0	0	0	14
OG0003155	0	4	4	4	2	14
OG0003156	0	4	3	3	4	14
OG0003157	0	14	0	0	0	14
OG0003158	0	14	0	0	0	14
OG0003159	0	14	0	0	0	14
OG0003160	0	14	0	0	0	14
OG0003161	0	14	0	0	0	14
OG0003162	0	1	7	0	6	14
OG0003163	0	14	0	0	0	14
OG0003164	0	6	3	1	4	14
OG0003165	0	0	14	0	0	14
OG0003166	0	0	11	0	3	14
OG0003167	0	0	5	0	9	14
OG0003168	0	0	13	0	1	14
OG0003169	0	0	12	1	1	14
OG0003170	0	0	11	0	3	14
OG0003171	0	0	10	0	4	14
OG0003172	0	0	1	0	13	14
OG0003173	0	0	10	0	4	14
OG0003174	0	0	14	0	0	14
OG0003175	0	0	6	1	7	14
OG0003176	0	0	12	0	2	14
OG0003177	0	0	5	2	7	14
OG0003178	0	0	9	0	5	14
OG0003179	0	0	2	9	3	14
OG0003180	0	0	2	1	11	14
OG0003181	0	0	6	0	8	14
OG0003182	0	0	2	0	12	14
OG0003183	0	0	4	0	10	14
OG0003184	0	0	1	0	13	14
OG0003185	0	0	1	0	13	14
OG0003186	0	0	0	14	0	14
OG0003187	0	0	0	14	0	14
OG0003188	0	0	0	14	0	14
OG0003189	0	0	0	14	0	14
OG0003190	0	0	0	14	0	14
OG0003191	0	0	0	14	0	14
OG0003192	0	0	0	0	14	14
OG0003193	0	0	0	0	14	14
OG0003194	0	0	0	0	14	14
OG0003195	0	0	0	0	14	14
OG0003196	0	0	0	0	14	14
OG0003197	0	0	0	0	14	14
OG0003198	0	0	0	0	14	14
OG0003199	0	0	0	0	14	14
OG0003200	0	0	0	0	14	14
OG0003201	0	0	0	0	14	14
OG0003202	0	0	0	0	14	14
OG0003203	0	0	0	0	14	14
OG0003204	4	6	1	1	1	13
OG0003205	13	0	0	0	0	13
OG0003206	5	2	2	2	2	13
OG0003207	4	4	1	1	3	13
OG0003208	2	2	4	2	3	13
OG0003209	2	9	1	1	0	13
OG0003210	13	0	0	0	0	13
OG0003211	4	2	2	2	3	13
OG0003212	4	0	6	2	1	13
OG0003213	3	7	1	1	1	13
OG0003214	5	2	3	2	1	13
OG0003215	4	4	2	1	2	13
OG0003216	2	2	3	2	4	13
OG0003217	13	0	0	0	0	13
OG0003218	3	5	3	1	1	13
OG0003219	13	0	0	0	0	13
OG0003220	5	4	0	3	1	13
OG0003221	6	4	1	1	1	13
OG0003222	7	4	0	1	1	13
OG0003223	6	4	1	1	1	13
OG0003224	2	5	1	1	4	13
OG0003225	2	6	2	1	2	13
OG0003226	6	4	1	1	1	13
OG0003227	2	5	2	2	2	13
OG0003228	2	2	7	1	1	13
OG0003229	2	4	2	3	2	13
OG0003230	4	6	1	1	1	13
OG0003231	4	6	1	1	1	13
OG0003232	4	6	1	1	1	13
OG0003233	4	4	2	1	2	13
OG0003234	13	0	0	0	0	13
OG0003235	5	4	0	2	2	13
OG0003236	4	4	2	1	2	13
OG0003237	2	4	3	2	2	13
OG0003238	5	2	2	1	3	13
OG0003239	4	4	2	1	2	13
OG0003240	13	0	0	0	0	13
OG0003241	2	7	1	1	2	13
OG0003242	4	4	2	1	2	13
OG0003243	13	0	0	0	0	13
OG0003244	10	0	1	1	1	13
OG0003245	4	2	3	1	3	13
OG0003246	2	6	2	1	2	13
OG0003247	4	3	2	2	2	13
OG0003248	4	1	4	1	3	13
OG0003249	2	5	2	1	3	13
OG0003250	6	4	1	1	1	13
OG0003251	5	0	4	0	4	13
OG0003252	2	4	3	1	3	13
OG0003253	9	0	0	2	2	13
OG0003254	2	6	1	2	2	13
OG0003255	5	0	4	2	2	13
OG0003256	4	4	2	1	2	13
OG0003257	2	8	1	1	1	13
OG0003258	4	4	2	1	2	13
OG0003259	5	5	1	1	1	13
OG0003260	4	1	3	2	3	13
OG0003261	4	0	4	1	4	13
OG0003262	5	4	1	1	2	13
OG0003263	4	4	3	1	1	13
OG0003264	3	7	1	1	1	13
OG0003265	6	2	2	2	1	13
OG0003266	2	4	2	4	1	13
OG0003267	4	5	1	1	2	13
OG0003268	2	6	1	1	3	13
OG0003269	2	7	1	2	1	13
OG0003270	4	4	3	1	1	13
OG0003271	2	6	2	1	2	13
OG0003272	9	0	1	2	1	13
OG0003273	4	3	2	2	2	13
OG0003274	3	4	2	2	2	13
OG0003275	13	0	0	0	0	13
OG0003276	13	0	0	0	0	13
OG0003277	2	6	2	1	2	13
OG0003278	3	6	1	2	1	13
OG0003279	4	6	1	1	1	13
OG0003280	5	2	2	2	2	13
OG0003281	1	1	4	2	5	13
OG0003282	4	6	1	1	1	13
OG0003283	4	2	3	2	2	13
OG0003284	3	5	1	3	1	13
OG0003285	4	0	5	1	3	13
OG0003286	2	4	3	1	3	13
OG0003287	4	4	3	1	1	13
OG0003288	4	4	2	1	2	13
OG0003289	4	4	2	1	2	13
OG0003290	5	3	3	1	1	13
OG0003291	3	6	3	1	0	13
OG0003292	3	5	2	1	2	13
OG0003293	2	7	2	1	1	13
OG0003294	5	5	1	1	1	13
OG0003295	4	4	2	2	1	13
OG0003296	4	4	2	1	2	13
OG0003297	3	4	2	2	2	13
OG0003298	2	1	8	0	2	13
OG0003299	11	1	0	0	1	13
OG0003300	13	0	0	0	0	13
OG0003301	5	4	1	1	2	13
OG0003302	4	6	1	1	1	13
OG0003303	3	7	1	1	1	13
OG0003304	7	3	1	1	1	13
OG0003305	4	3	2	2	2	13
OG0003306	3	7	1	1	1	13
OG0003307	8	2	1	1	1	13
OG0003308	2	8	1	1	1	13
OG0003309	3	0	8	1	1	13
OG0003310	4	4	1	2	2	13
OG0003311	2	9	0	1	1	13
OG0003312	2	5	2	2	2	13
OG0003313	6	4	1	1	1	13
OG0003314	2	5	3	1	2	13
OG0003315	7	1	2	1	2	13
OG0003316	2	3	5	1	2	13
OG0003317	3	4	2	2	2	13
OG0003318	5	1	1	3	3	13
OG0003319	4	2	2	2	3	13
OG0003320	4	2	2	2	3	13
OG0003321	3	0	8	1	1	13
OG0003322	2	6	2	2	1	13
OG0003323	2	6	1	3	1	13
OG0003324	4	6	1	1	1	13
OG0003325	7	2	2	1	1	13
OG0003326	2	3	2	3	3	13
OG0003327	13	0	0	0	0	13
OG0003328	4	4	2	2	1	13
OG0003329	3	1	3	3	3	13
OG0003330	5	2	3	1	2	13
OG0003331	5	5	1	1	1	13
OG0003332	4	4	1	2	2	13
OG0003333	8	2	1	1	1	13
OG0003334	7	3	1	1	1	13
OG0003335	4	1	4	1	3	13
OG0003336	3	4	2	2	2	13
OG0003337	1	7	2	1	2	13
OG0003338	3	6	1	1	2	13
OG0003339	2	6	2	1	2	13
OG0003340	1	11	0	0	1	13
OG0003341	13	0	0	0	0	13
OG0003342	3	4	3	2	1	13
OG0003343	3	4	3	1	2	13
OG0003344	13	0	0	0	0	13
OG0003345	11	1	1	0	0	13
OG0003346	12	0	0	1	0	13
OG0003347	7	2	1	2	1	13
OG0003348	2	6	2	2	1	13
OG0003349	7	2	1	2	1	13
OG0003350	4	3	1	1	4	13
OG0003351	13	0	0	0	0	13
OG0003352	2	8	1	1	1	13
OG0003353	4	4	2	1	2	13
OG0003354	4	4	2	1	2	13
OG0003355	4	6	1	1	1	13
OG0003356	7	3	1	1	1	13
OG0003357	4	6	1	1	1	13
OG0003358	4	6	1	1	1	13
OG0003359	2	5	2	1	3	13
OG0003360	4	6	1	1	1	13
OG0003361	6	0	2	2	3	13
OG0003362	4	3	2	2	2	13
OG0003363	5	5	1	1	1	13
OG0003364	2	4	2	2	3	13
OG0003365	13	0	0	0	0	13
OG0003366	2	0	7	2	2	13
OG0003367	13	0	0	0	0	13
OG0003368	13	0	0	0	0	13
OG0003369	2	4	2	2	3	13
OG0003370	4	4	2	1	2	13
OG0003371	2	0	9	1	1	13
OG0003372	4	6	1	1	1	13
OG0003373	13	0	0	0	0	13
OG0003374	4	3	2	2	2	13
OG0003375	9	1	2	0	1	13
OG0003376	4	3	2	2	2	13
OG0003377	4	6	1	1	1	13
OG0003378	4	4	3	1	1	13
OG0003379	4	3	3	1	2	13
OG0003380	4	1	3	2	3	13
OG0003381	2	4	1	3	3	13
OG0003382	5	5	1	1	1	13
OG0003383	2	5	2	2	2	13
OG0003384	2	6	2	1	2	13
OG0003385	4	3	2	1	3	13
OG0003386	3	4	2	3	1	13
OG0003387	2	6	2	1	2	13
OG0003388	2	2	4	2	3	13
OG0003389	10	0	1	1	1	13
OG0003390	4	4	2	1	2	13
OG0003391	6	2	1	3	1	13
OG0003392	13	0	0	0	0	13
OG0003393	4	5	1	2	1	13
OG0003394	4	4	2	2	1	13
OG0003395	4	2	2	3	2	13
OG0003396	4	4	1	1	3	13
OG0003397	4	2	3	1	3	13
OG0003398	2	6	1	3	1	13
OG0003399	2	5	3	1	2	13
OG0003400	2	7	2	2	0	13
OG0003401	4	3	4	1	1	13
OG0003402	1	8	0	2	2	13
OG0003403	4	4	2	2	1	13
OG0003404	4	4	2	1	2	13
OG0003405	2	6	2	1	2	13
OG0003406	6	5	0	1	1	13
OG0003407	7	2	0	4	0	13
OG0003408	4	3	1	3	2	13
OG0003409	4	3	2	1	3	13
OG0003410	4	4	2	1	2	13
OG0003411	1	3	3	2	4	13
OG0003412	4	3	1	3	2	13
OG0003413	3	5	2	2	1	13
OG0003414	6	4	1	1	1	13
OG0003415	2	5	2	3	1	13
OG0003416	4	4	1	2	2	13
OG0003417	5	2	2	2	2	13
OG0003418	5	5	1	1	1	13
OG0003419	13	0	0	0	0	13
OG0003420	4	5	2	1	1	13
OG0003421	7	2	2	1	1	13
OG0003422	2	6	2	1	2	13
OG0003423	2	9	0	1	1	13
OG0003424	1	2	5	2	3	13
OG0003425	4	0	3	2	4	13
OG0003426	5	0	3	4	1	13
OG0003427	4	4	2	2	1	13
OG0003428	2	2	3	3	3	13
OG0003429	4	4	1	2	2	13
OG0003430	4	6	1	1	1	13
OG0003431	2	0	2	6	3	13
OG0003432	4	2	2	2	3	13
OG0003433	2	6	2	2	1	13
OG0003434	4	2	2	2	3	13
OG0003435	4	4	2	1	2	13
OG0003436	5	4	2	1	1	13
OG0003437	4	5	1	1	2	13
OG0003438	4	2	3	2	2	13
OG0003439	2	8	1	1	1	13
OG0003440	5	3	1	0	4	13
OG0003441	2	6	2	1	2	13
OG0003442	4	3	2	2	2	13
OG0003443	2	6	2	2	1	13
OG0003444	2	5	3	1	2	13
OG0003445	1	6	2	2	2	13
OG0003446	4	4	1	3	1	13
OG0003447	2	6	2	1	2	13
OG0003448	1	6	2	2	2	13
OG0003449	7	2	1	2	1	13
OG0003450	4	4	2	1	2	13
OG0003451	4	4	2	1	2	13
OG0003452	13	0	0	0	0	13
OG0003453	4	5	1	2	1	13
OG0003454	3	5	3	1	1	13
OG0003455	4	4	1	2	2	13
OG0003456	4	0	4	2	3	13
OG0003457	4	4	2	1	2	13
OG0003458	5	5	1	1	1	13
OG0003459	2	6	1	1	3	13
OG0003460	4	2	2	1	4	13
OG0003461	2	8	1	1	1	13
OG0003462	4	3	2	1	3	13
OG0003463	4	3	2	2	2	13
OG0003464	4	2	2	3	2	13
OG0003465	4	6	0	2	1	13
OG0003466	2	7	1	1	2	13
OG0003467	4	2	2	3	2	13
OG0003468	3	4	2	2	2	13
OG0003469	4	2	2	2	3	13
OG0003470	2	6	1	2	2	13
OG0003471	8	0	3	1	1	13
OG0003472	6	4	1	1	1	13
OG0003473	5	2	2	2	2	13
OG0003474	2	0	2	7	2	13
OG0003475	3	4	2	2	2	13
OG0003476	2	8	1	1	1	13
OG0003477	4	2	3	1	3	13
OG0003478	5	1	2	2	3	13
OG0003479	4	3	2	2	2	13
OG0003480	4	5	1	1	2	13
OG0003481	4	5	1	2	1	13
OG0003482	4	4	2	1	2	13
OG0003483	2	8	1	1	1	13
OG0003484	2	8	1	1	1	13
OG0003485	4	1	3	2	3	13
OG0003486	2	6	1	2	2	13
OG0003487	6	2	2	1	2	13
OG0003488	4	2	1	1	5	13
OG0003489	6	1	2	2	2	13
OG0003490	4	0	3	2	4	13
OG0003491	4	1	3	2	3	13
OG0003492	4	4	1	2	2	13
OG0003493	2	4	2	1	4	13
OG0003494	2	7	1	2	1	13
OG0003495	4	5	1	1	2	13
OG0003496	4	3	2	2	2	13
OG0003497	2	6	3	1	1	13
OG0003498	10	1	0	1	1	13
OG0003499	2	4	2	1	4	13
OG0003500	4	4	2	1	2	13
OG0003501	4	2	2	2	3	13
OG0003502	5	7	0	1	0	13
OG0003503	4	5	2	1	1	13
OG0003504	4	5	2	1	1	13
OG0003505	2	6	2	1	2	13
OG0003506	2	7	2	1	1	13
OG0003507	4	4	1	2	2	13
OG0003508	4	2	2	1	4	13
OG0003509	2	6	3	1	1	13
OG0003510	2	6	2	1	2	13
OG0003511	1	9	1	1	1	13
OG0003512	2	5	2	2	2	13
OG0003513	4	3	2	2	2	13
OG0003514	4	0	4	2	3	13
OG0003515	4	6	1	1	1	13
OG0003516	2	0	3	2	6	13
OG0003517	5	6	0	1	1	13
OG0003518	2	4	1	5	1	13
OG0003519	4	2	2	2	3	13
OG0003520	4	3	4	1	1	13
OG0003521	13	0	0	0	0	13
OG0003522	2	8	1	1	1	13
OG0003523	3	8	0	1	1	13
OG0003524	3	3	3	2	2	13
