Orthogroup	Duplications (all)	Duplications (50% support)
OG0003882	9	9
OG0003883	12	12
OG0003884	12	12
OG0003885	12	12
OG0003886	12	12
OG0003887	12	12
OG0003888	8	7
OG0003889	12	12
OG0003890	12	12
OG0003891	8	8
OG0003892	8	8
OG0003893	9	9
OG0003894	12	12
OG0003895	10	10
OG0003896	11	11
OG0003897	12	12
OG0003898	12	12
OG0003899	8	8
OG0003900	12	12
OG0003901	8	8
OG0003902	12	12
OG0003903	11	11
OG0003904	11	11
OG0003905	11	11
OG0003906	11	11
OG0003907	11	11
OG0003908	7	7
OG0003909	11	11
OG0003910	11	11
OG0003911	11	11
OG0003912	10	10
OG0003913	10	10
OG0003914	12	12
OG0003915	11	11
OG0003916	12	12
OG0003917	12	12
OG0003918	11	11
OG0003919	12	12
OG0003920	12	12
OG0003921	12	12
OG0003922	12	12
OG0003923	12	12
OG0003924	12	12
OG0003925	8	8
OG0003926	6	6
OG0003927	7	6
OG0003928	6	6
OG0003929	7	7
OG0003930	8	8
OG0003931	7	7
OG0003932	7	7
OG0003933	5	4
OG0003934	5	5
OG0003935	6	6
OG0003936	7	7
OG0003937	6	6
OG0003938	7	7
OG0003939	7	7
OG0003940	7	7
OG0003941	4	4
OG0003942	10	10
OG0003943	11	11
OG0003944	7	7
OG0003945	6	6
OG0003946	7	7
OG0003947	6	6
OG0003948	7	7
OG0003949	7	7
OG0003950	9	9
OG0003951	6	6
OG0003952	6	6
OG0003953	8	8
OG0003954	6	6
OG0003955	7	7
OG0003956	6	5
OG0003957	5	5
OG0003958	8	8
OG0003959	4	4
OG0003960	8	8
OG0003961	11	11
OG0003962	6	6
OG0003963	9	9
OG0003964	5	5
OG0003965	8	8
OG0003966	8	8
OG0003967	7	7
OG0003968	7	7
OG0003969	7	7
OG0003970	7	7
OG0003971	7	7
OG0003972	11	11
OG0003973	7	7
OG0003974	6	6
OG0003975	8	8
OG0003976	5	5
OG0003977	6	6
OG0003978	7	7
OG0003979	9	9
OG0003980	7	7
OG0003981	7	7
OG0003982	11	11
OG0003983	6	6
OG0003984	6	6
OG0003985	6	6
OG0003986	3	3
OG0003987	10	10
OG0003988	7	7
OG0003989	6	6
OG0003990	8	8
OG0003991	5	5
OG0003992	7	7
OG0003993	7	7
OG0003994	6	6
OG0003995	6	6
OG0003996	7	7
OG0003997	6	6
OG0003998	7	7
OG0003999	7	7
OG0004000	7	7
OG0004001	7	7
OG0004002	7	7
OG0004003	5	5
OG0004004	6	6
OG0004005	8	8
OG0004006	7	7
OG0004007	7	7
OG0004008	11	11
OG0004009	7	7
OG0004010	8	8
OG0004011	6	6
OG0004012	7	7
OG0004013	7	7
OG0004014	7	7
OG0004015	7	7
OG0004016	6	6
OG0004017	7	6
OG0004018	7	7
OG0004019	7	7
OG0004020	7	7
OG0004021	7	7
OG0004022	7	7
OG0004023	6	6
OG0004024	7	7
OG0004025	6	6
OG0004026	9	9
OG0004027	4	4
OG0004028	7	7
OG0004029	7	7
OG0004030	7	7
OG0004031	7	7
OG0004032	11	11
OG0004033	6	5
OG0004034	11	11
OG0004035	7	7
OG0004036	7	7
OG0004037	5	4
OG0004038	8	8
OG0004039	6	6
OG0004040	11	11
OG0004041	7	7
OG0004042	6	6
OG0004043	9	9
OG0004044	6	5
OG0004045	8	8
OG0004046	8	8
OG0004047	7	7
OG0004048	6	6
OG0004049	7	7
OG0004050	5	5
OG0004051	6	6
OG0004052	6	6
OG0004053	5	5
OG0004054	8	8
OG0004055	7	7
OG0004056	7	7
OG0004057	7	7
OG0004058	7	7
OG0004059	7	7
OG0004060	6	6
OG0004061	8	8
OG0004062	7	7
OG0004063	7	7
OG0004064	8	8
OG0004065	7	7
OG0004066	7	7
OG0004067	9	9
OG0004068	6	6
OG0004069	9	9
OG0004070	6	6
OG0004071	6	6
OG0004072	6	6
OG0004073	7	7
OG0004074	7	7
OG0004075	7	7
OG0004076	8	8
OG0004077	6	6
OG0004078	6	6
OG0004079	7	7
OG0004080	5	3
OG0004081	6	6
OG0004082	7	7
OG0004083	6	6
OG0004084	6	6
OG0004085	6	6
OG0004086	6	6
OG0004087	6	5
OG0004088	7	6
OG0004089	11	11
OG0004090	11	11
OG0004091	6	5
OG0004092	6	6
OG0004093	5	5
OG0004094	7	7
OG0004095	6	6
OG0004096	7	7
OG0004097	7	7
OG0004098	7	7
OG0004099	11	11
OG0004100	7	7
OG0004101	6	6
OG0004102	6	6
OG0004103	7	7
OG0004104	7	7
OG0004105	7	7
OG0004106	7	7
OG0004107	7	7
OG0004108	5	5
OG0004109	6	5
OG0004110	3	3
OG0004111	11	11
OG0004112	7	7
OG0004113	10	10
OG0004114	6	6
OG0004115	7	7
OG0004116	6	6
OG0004117	5	5
OG0004118	6	6
OG0004119	7	7
OG0004120	6	6
OG0004121	6	5
OG0004122	6	6
OG0004123	7	7
OG0004124	6	6
OG0004125	6	5
OG0004126	7	7
OG0004127	7	7
OG0004128	6	6
OG0004129	6	6
OG0004130	4	4
OG0004131	6	6
OG0004132	6	6
OG0004133	7	7
OG0004134	9	9
OG0004135	7	7
OG0004136	7	7
OG0004137	7	7
OG0004138	11	11
OG0004139	7	7
OG0004140	6	6
OG0004141	5	5
OG0004142	7	6
OG0004143	5	5
OG0004144	7	7
OG0004145	7	7
OG0004146	7	7
OG0004147	6	6
OG0004148	7	7
OG0004149	7	7
OG0004150	7	7
OG0004151	7	7
OG0004152	7	7
OG0004153	7	7
OG0004154	7	7
OG0004155	7	7
OG0004156	6	6
OG0004157	6	6
OG0004158	6	6
OG0004159	11	11
OG0004160	5	5
OG0004161	8	8
OG0004162	5	3
OG0004163	7	7
OG0004164	9	9
OG0004165	7	7
OG0004166	5	5
OG0004167	6	6
OG0004168	7	7
OG0004169	7	7
OG0004170	6	6
OG0004171	7	7
OG0004172	7	7
OG0004173	7	7
OG0004174	6	6
OG0004175	7	7
OG0004176	6	6
OG0004177	8	8
OG0004178	6	6
OG0004179	6	6
OG0004180	6	6
OG0004181	8	8
OG0004182	7	7
OG0004183	7	7
OG0004184	4	4
OG0004185	6	6
OG0004186	5	5
OG0004187	7	7
OG0004188	7	7
OG0004189	7	7
OG0004190	7	7
OG0004191	7	7
OG0004192	7	7
OG0004193	6	6
OG0004194	7	7
OG0004195	6	6
OG0004196	7	7
OG0004197	4	4
OG0004198	6	6
OG0004199	7	6
OG0004200	6	6
OG0004201	6	6
OG0004202	7	7
OG0004203	6	6
OG0004204	7	7
OG0004205	6	5
OG0004206	6	6
OG0004207	6	5
OG0004208	6	6
OG0004209	5	5
OG0004210	9	9
OG0004211	7	7
OG0004212	7	7
OG0004213	8	8
OG0004214	7	7
OG0004215	6	6
OG0004216	6	6
OG0004217	11	11
OG0004218	7	7
OG0004219	7	7
OG0004220	7	7
OG0004221	7	7
OG0004222	4	4
OG0004223	7	7
OG0004224	7	7
OG0004225	7	7
OG0004226	6	5
OG0004227	7	7
OG0004228	7	7
OG0004229	5	5
OG0004230	8	8
OG0004231	7	7
OG0004232	7	7
OG0004233	7	7
OG0004234	7	7
OG0004235	5	5
OG0004236	6	6
OG0004237	11	11
OG0004238	7	7
OG0004239	8	8
OG0004240	7	7
OG0004241	7	7
OG0004242	7	7
OG0004243	5	5
OG0004244	7	7
OG0004245	8	8
OG0004246	8	8
OG0004247	9	9
OG0004248	7	7
OG0004249	7	7
OG0004250	7	7
OG0004251	5	5
OG0004252	5	5
OG0004253	7	6
OG0004254	5	5
OG0004255	4	4
OG0004256	7	6
OG0004257	6	6
OG0004258	7	7
OG0004259	7	7
OG0004260	7	7
OG0004261	7	7
OG0004262	7	7
OG0004263	5	5
OG0004264	11	11
OG0004265	5	5
OG0004266	7	7
OG0004267	7	7
OG0004268	4	4
OG0004269	7	7
OG0004270	7	7
OG0004271	7	7
OG0004272	8	8
OG0004273	7	7
OG0004274	7	7
OG0004275	6	6
OG0004276	6	6
OG0004277	6	5
OG0004278	7	7
OG0004279	7	6
OG0004280	6	5
OG0004281	6	6
OG0004282	7	7
OG0004283	6	6
OG0004284	4	4
OG0004285	7	7
OG0004286	6	6
OG0004287	7	7
OG0004288	7	7
OG0004289	5	5
OG0004290	7	7
OG0004291	6	5
OG0004292	7	7
OG0004293	4	4
OG0004294	6	5
OG0004295	9	9
OG0004296	7	7
OG0004297	6	6
OG0004298	6	5
OG0004299	8	8
OG0004300	7	7
OG0004301	7	7
OG0004302	6	6
OG0004303	6	6
OG0004304	7	7
OG0004305	7	7
OG0004306	7	7
OG0004307	7	6
OG0004308	6	5
OG0004309	4	4
OG0004310	6	5
OG0004311	7	7
OG0004312	6	6
OG0004313	5	5
OG0004314	7	7
OG0004315	7	7
OG0004316	7	7
OG0004317	6	5
OG0004318	5	5
OG0004319	7	7
OG0004320	6	6
OG0004321	7	7
OG0004322	7	7
OG0004323	7	7
OG0004324	6	5
OG0004325	3	3
OG0004326	7	7
OG0004327	4	4
OG0004328	7	7
OG0004329	8	8
OG0004330	6	6
OG0004331	10	10
OG0004332	7	7
OG0004333	7	7
OG0004334	7	7
OG0004335	7	7
OG0004336	6	5
OG0004337	5	5
OG0004338	4	4
OG0004339	7	7
OG0004340	6	6
OG0004341	6	6
OG0004342	7	7
OG0004343	11	11
OG0004344	7	7
OG0004345	7	7
OG0004346	7	7
OG0004347	11	11
OG0004348	6	5
OG0004349	7	7
OG0004350	6	5
OG0004351	7	7
OG0004352	7	7
OG0004353	7	7
OG0004354	8	8
OG0004355	9	9
OG0004356	6	6
OG0004357	7	7
OG0004358	7	7
OG0004359	7	7
OG0004360	4	4
OG0004361	7	7
OG0004362	6	6
OG0004363	7	7
OG0004364	7	7
OG0004365	5	5
OG0004366	6	6
OG0004367	7	7
OG0004368	8	8
OG0004369	7	7
OG0004370	7	7
OG0004371	6	6
OG0004372	4	4
OG0004373	7	7
OG0004374	5	5
OG0004375	6	6
OG0004376	6	6
OG0004377	7	7
OG0004378	7	7
OG0004379	6	6
OG0004380	7	7
OG0004381	6	6
OG0004382	5	5
OG0004383	7	7
OG0004384	7	7
OG0004385	6	5
OG0004386	6	6
OG0004387	7	7
OG0004388	6	5
OG0004389	6	6
OG0004390	4	4
OG0004391	5	5
OG0004392	6	6
OG0004393	6	6
OG0004394	4	4
OG0004395	7	7
OG0004396	5	5
OG0004397	7	7
OG0004398	7	7
OG0004399	7	7
OG0004400	6	6
OG0004401	7	7
OG0004402	6	6
OG0004403	7	7
OG0004404	6	6
OG0004405	6	5
OG0004406	6	6
OG0004407	7	7
OG0004408	7	6
OG0004409	7	7
OG0004410	6	6
OG0004411	7	7
OG0004412	6	6
OG0004413	6	5
OG0004414	7	7
OG0004415	6	5
OG0004416	6	5
OG0004417	3	2
OG0004418	4	3
OG0004419	7	7
OG0004420	10	10
OG0004421	7	7
OG0004422	6	6
OG0004423	5	5
OG0004424	5	5
OG0004425	7	7
OG0004426	6	6
OG0004427	5	5
OG0004428	6	6
OG0004429	7	7
OG0004430	7	7
OG0004431	6	6
OG0004432	5	4
OG0004433	6	6
OG0004434	6	6
OG0004435	7	7
OG0004436	7	7
OG0004437	7	4
OG0004438	6	6
OG0004439	7	7
OG0004440	7	7
OG0004441	7	6
OG0004442	6	6
OG0004443	6	6
OG0004444	4	4
OG0004445	7	7
OG0004446	4	4
OG0004447	7	7
OG0004448	7	7
OG0004449	5	5
OG0004450	7	7
OG0004451	5	5
OG0004452	7	7
OG0004453	5	5
OG0004454	7	6
OG0004455	6	6
OG0004456	7	7
OG0004457	7	7
OG0004458	6	6
OG0004459	6	6
OG0004460	7	7
OG0004461	6	6
OG0004462	7	7
OG0004463	6	6
OG0004464	6	6
OG0004465	8	8
OG0004466	7	7
OG0004467	5	5
OG0004468	7	7
OG0004469	7	7
OG0004470	7	7
OG0004471	8	8
OG0004472	7	7
OG0004473	7	7
OG0004474	6	6
OG0004475	7	7
OG0004476	6	6
OG0004477	6	6
OG0004478	6	5
OG0004479	7	7
OG0004480	6	6
OG0004481	7	7
OG0004482	6	5
OG0004483	6	6
OG0004484	7	7
OG0004485	6	5
OG0004486	7	7
OG0004487	7	7
OG0004488	6	6
OG0004489	7	7
OG0004490	6	6
OG0004491	7	7
OG0004492	7	7
OG0004493	6	6
OG0004494	7	7
OG0004495	6	6
OG0004496	5	5
OG0004497	7	6
OG0004498	7	7
OG0004499	6	6
OG0004500	5	5
OG0004501	7	6
OG0004502	9	9
OG0004503	7	7
OG0004504	6	6
OG0004505	4	4
OG0004506	6	6
OG0004507	7	7
OG0004508	7	7
OG0004509	6	6
OG0004510	7	7
OG0004511	7	7
OG0004512	6	4
OG0004513	5	5
OG0004514	7	7
OG0004515	7	7
OG0004516	7	7
OG0004517	7	7
OG0004518	6	6
OG0004519	7	7
OG0004520	5	5
OG0004521	8	8
OG0004522	7	6
OG0004523	7	7
OG0004524	7	7
OG0004525	7	7
OG0004526	7	7
OG0004527	7	7
OG0004528	6	6
OG0004529	6	6
OG0004530	7	7
OG0004531	6	6
OG0004532	7	7
OG0004533	6	6
OG0004534	5	5
OG0004535	4	4
OG0004536	8	8
OG0004537	4	4
OG0004538	7	7
OG0004539	7	6
OG0004540	4	4
OG0004541	7	7
OG0004542	5	5
OG0004543	7	7
OG0004544	7	7
OG0004545	8	8
OG0004546	7	7
OG0004547	5	5
OG0004548	7	7
OG0004549	5	5
OG0004550	11	11
OG0004551	7	6
OG0004552	7	7
OG0004553	8	8
OG0004554	8	8
OG0004555	5	5
OG0004556	6	6
OG0004557	6	6
OG0004558	7	7
OG0004559	4	3
OG0004560	7	7
OG0004561	7	7
OG0004562	7	7
OG0004563	7	7
OG0004564	7	7
OG0004565	7	7
OG0004566	5	5
OG0004567	6	6
OG0004568	6	6
OG0004569	5	5
OG0004570	6	6
OG0004571	7	7
OG0004572	6	6
OG0004573	7	7
OG0004574	8	8
OG0004575	7	7
OG0004576	7	7
OG0004577	7	7
OG0004578	7	7
OG0004579	7	7
OG0004580	7	7
OG0004581	8	8
OG0004582	7	7
OG0004583	4	3
OG0004584	7	7
OG0004585	7	7
OG0004586	7	7
OG0004587	5	5
OG0004588	5	5
OG0004589	4	4
OG0004590	8	8
OG0004591	7	6
OG0004592	7	7
OG0004593	6	6
OG0004594	6	6
OG0004595	9	9
OG0004596	7	7
OG0004597	7	7
OG0004598	8	8
OG0004599	7	7
OG0004600	7	7
OG0004601	8	7
OG0004602	7	7
OG0004603	7	7
OG0004604	6	5
OG0004605	5	5
OG0004606	7	7
OG0004607	7	7
OG0004608	7	7
OG0004609	9	9
OG0004610	7	7
OG0004611	6	6
OG0004612	6	6
OG0004613	5	5
OG0004614	6	6
OG0004615	4	4
OG0004616	5	5
OG0004617	6	5
OG0004618	7	7
OG0004619	6	6
OG0004620	7	7
OG0004621	7	7
OG0004622	5	5
OG0004623	7	7
OG0004624	7	7
OG0004625	6	5
OG0004626	7	7
OG0004627	4	4
OG0004628	9	9
OG0004629	5	5
OG0004630	4	4
OG0004631	6	6
OG0004632	7	7
OG0004633	5	5
OG0004634	7	7
OG0004635	10	10
OG0004636	7	7
OG0004637	5	4
OG0004638	5	5
OG0004639	7	7
OG0004640	6	6
OG0004641	6	6
OG0004642	7	6
OG0004643	7	7
OG0004644	7	7
OG0004645	8	8
OG0004646	7	6
OG0004647	7	7
OG0004648	7	7
OG0004649	7	7
OG0004650	7	7
OG0004651	7	7
OG0004652	6	5
OG0004653	6	6
OG0004654	5	5
OG0004655	7	7
OG0004656	7	7
OG0004657	7	7
OG0004658	6	6
OG0004659	6	6
OG0004660	4	4
OG0004661	7	7
OG0004662	6	6
OG0004663	7	7
OG0004664	7	7
OG0004665	6	6
OG0004666	7	7
OG0004667	4	4
OG0004668	7	7
OG0004669	7	6
OG0004670	7	7
OG0004671	6	6
OG0004672	7	7
OG0004673	6	6
OG0004674	7	7
OG0004675	7	7
OG0004676	6	6
OG0004677	5	5
OG0004678	7	7
OG0004679	7	7
OG0004680	8	8
OG0004681	7	7
OG0004682	6	6
OG0004683	7	7
OG0004684	7	7
OG0004685	7	7
OG0004686	7	7
OG0004687	6	6
OG0004688	6	6
OG0004689	6	6
OG0004690	6	6
OG0004691	6	6
OG0004692	4	4
OG0004693	7	7
OG0004694	11	11
OG0004695	11	11
OG0004696	8	8
OG0004697	8	8
OG0004698	9	9
OG0004699	11	11
OG0004700	11	11
OG0004701	11	11
OG0004702	11	11
OG0004703	8	8
OG0004704	8	8
OG0004705	10	10
OG0004706	11	11
OG0004707	11	11
OG0004708	11	11
OG0004709	11	11
OG0004710	11	11
OG0004711	11	11
OG0004712	11	11
OG0004713	11	11
OG0004714	11	11
OG0004715	8	8
OG0004716	11	11
OG0004717	11	11
OG0004718	7	7
OG0004719	11	11
OG0004720	8	8
OG0004721	11	11
OG0004722	11	11
OG0004723	11	11
OG0004724	8	8
OG0004725	11	11
OG0004726	11	11
OG0004727	11	11
OG0004728	11	11
OG0004729	11	11
OG0004730	9	9
OG0004731	11	11
OG0004732	7	7
OG0004733	11	11
OG0004734	11	11
OG0004735	11	11
OG0004736	11	11
OG0004737	8	8
OG0004738	11	11
OG0004739	11	11
OG0004740	7	7
OG0004741	11	11
OG0004742	11	11
OG0004743	11	11
OG0004744	7	6
OG0004745	11	11
OG0004746	10	10
OG0004747	11	11
OG0004748	8	8
OG0004749	11	11
OG0004750	11	11
OG0004751	11	11
OG0004752	11	11
OG0004753	6	6
OG0004754	11	11
OG0004755	11	11
OG0004756	7	7
OG0004757	11	11
OG0004758	8	8
OG0004759	11	11
OG0004760	7	6
OG0004761	11	11
OG0004762	11	11
OG0004763	8	8
OG0004764	7	6
OG0004765	11	11
OG0004766	11	11
OG0004767	9	9
OG0004768	8	8
OG0004769	8	8
OG0004770	7	4
OG0004771	8	8
OG0004772	5	4
OG0004773	7	7
OG0004774	11	11
OG0004775	8	8
OG0004776	8	8
OG0004777	8	8
OG0004778	11	11
OG0004779	8	8
OG0004780	9	9
OG0004781	11	11
OG0004782	9	9
OG0004783	10	10
OG0004784	10	10
OG0004785	10	10
OG0004786	9	9
OG0004787	7	7
OG0004788	9	9
OG0004789	7	7
OG0004790	11	11
OG0004791	9	9
OG0004792	11	11
OG0004793	8	8
OG0004794	9	9
OG0004795	9	9
OG0004796	9	9
OG0004797	10	10
OG0004798	7	7
OG0004799	9	9
OG0004800	11	11
OG0004801	9	9
OG0004802	7	7
OG0004803	10	10
OG0004804	10	10
OG0004805	10	10
OG0004806	10	10
OG0004807	8	8
OG0004808	9	9
OG0004809	10	10
OG0004810	10	10
OG0004811	11	11
OG0004812	11	11
OG0004813	11	11
OG0004814	11	11
OG0004815	11	11
OG0004816	11	11
OG0004817	11	11
OG0004818	11	11
OG0004819	11	11
OG0004820	11	11
OG0004821	11	11
OG0004822	11	11
OG0004823	11	11
OG0004824	11	11
OG0004825	11	11
OG0004826	11	11
OG0004827	11	11
OG0004828	11	11
OG0004829	11	11
OG0004830	10	10
OG0004831	10	10
OG0004832	5	5
OG0004833	10	10
OG0004834	10	10
OG0004835	6	6
OG0004836	10	10
OG0004837	10	10
OG0004838	9	9
OG0004839	4	4
OG0004840	9	9
OG0004841	6	6
OG0004842	6	6
OG0004843	5	5
OG0004844	5	5
OG0004845	6	6
OG0004846	5	4
OG0004847	6	6
OG0004848	5	5
OG0004849	6	4
OG0004850	6	6
OG0004851	6	6
OG0004852	5	5
OG0004853	4	4
OG0004854	5	5
OG0004855	10	10
OG0004856	6	5
OG0004857	6	6
OG0004858	5	5
OG0004859	6	6
OG0004860	6	6
OG0004861	4	4
OG0004862	10	10
OG0004863	6	6
OG0004864	6	6
OG0004865	2	2
OG0004866	10	10
OG0004867	6	6
OG0004868	6	6
OG0004869	5	4
OG0004870	7	7
OG0004871	6	6
OG0004872	6	6
OG0004873	6	6
OG0004874	6	6
OG0004875	5	5
OG0004876	6	6
OG0004877	5	5
OG0004878	5	4
OG0004879	10	10
OG0004880	9	9
OG0004881	5	5
OG0004882	6	6
OG0004883	6	6
OG0004884	5	5
OG0004885	6	6
OG0004886	6	6
OG0004887	6	6
OG0004888	6	6
OG0004889	6	6
OG0004890	6	6
OG0004891	5	5
OG0004892	6	6
OG0004893	6	5
OG0004894	6	5
OG0004895	5	5
OG0004896	6	6
OG0004897	6	6
OG0004898	7	7
OG0004899	6	6
OG0004900	6	6
OG0004901	10	10
OG0004902	6	6
OG0004903	6	6
OG0004904	7	7
OG0004905	5	5
OG0004906	7	7
OG0004907	6	6
OG0004908	5	5
OG0004909	6	6
OG0004910	5	5
OG0004911	10	10
OG0004912	10	10
OG0004913	3	3
OG0004914	6	6
OG0004915	4	4
OG0004916	6	6
OG0004917	7	7
OG0004918	6	6
OG0004919	6	6
OG0004920	6	6
OG0004921	5	4
OG0004922	5	5
OG0004923	6	6
OG0004924	5	5
OG0004925	4	4
OG0004926	10	10
OG0004927	6	6
OG0004928	5	5
OG0004929	6	6
OG0004930	6	5
OG0004931	5	5
OG0004932	5	5
OG0004933	6	6
OG0004934	6	6
OG0004935	5	5
OG0004936	4	4
OG0004937	6	6
OG0004938	7	7
OG0004939	5	5
OG0004940	6	6
OG0004941	6	6
OG0004942	5	5
OG0004943	6	6
OG0004944	6	6
OG0004945	6	6
OG0004946	9	9
OG0004947	7	7
OG0004948	7	6
OG0004949	6	6
OG0004950	6	6
OG0004951	10	10
OG0004952	6	6
OG0004953	6	6
OG0004954	7	7
OG0004955	6	6
OG0004956	6	6
OG0004957	5	5
OG0004958	6	6
OG0004959	6	5
OG0004960	3	3
OG0004961	5	5
OG0004962	5	5
OG0004963	6	5
OG0004964	6	6
OG0004965	6	6
OG0004966	6	6
OG0004967	6	6
OG0004968	6	6
OG0004969	5	5
OG0004970	9	9
OG0004971	6	6
OG0004972	6	6
OG0004973	6	6
OG0004974	5	5
OG0004975	6	6
OG0004976	6	6
OG0004977	10	10
OG0004978	7	7
OG0004979	5	5
OG0004980	3	3
OG0004981	6	6
OG0004982	7	7
OG0004983	5	4
OG0004984	7	7
OG0004985	6	6
OG0004986	7	7
OG0004987	6	6
OG0004988	8	8
OG0004989	5	5
OG0004990	6	5
OG0004991	9	9
OG0004992	6	6
OG0004993	3	3
OG0004994	6	6
OG0004995	5	5
OG0004996	6	6
OG0004997	6	6
OG0004998	6	6
OG0004999	6	6
OG0005000	5	5
OG0005001	5	5
OG0005002	6	6
OG0005003	10	10
OG0005004	7	7
OG0005005	6	6
OG0005006	6	6
OG0005007	6	6
OG0005008	6	6
OG0005009	6	6
OG0005010	5	5
OG0005011	6	6
OG0005012	6	6
OG0005013	10	10
OG0005014	6	6
OG0005015	6	6
OG0005016	6	6
OG0005017	6	6
OG0005018	5	4
OG0005019	10	10
OG0005020	6	6
OG0005021	6	6
OG0005022	8	8
OG0005023	5	4
OG0005024	8	8
OG0005025	5	5
OG0005026	6	6
OG0005027	6	6
OG0005028	5	5
OG0005029	6	6
OG0005030	6	6
OG0005031	5	5
OG0005032	6	6
OG0005033	5	5
OG0005034	4	4
OG0005035	6	5
OG0005036	7	7
OG0005037	6	6
OG0005038	6	6
OG0005039	6	6
OG0005040	5	4
OG0005041	6	6
OG0005042	6	6
OG0005043	10	10
OG0005044	6	6
OG0005045	6	6
OG0005046	6	6
OG0005047	6	6
OG0005048	5	4
OG0005049	7	7
OG0005050	6	6
OG0005051	6	6
OG0005052	5	5
OG0005053	6	6
OG0005054	4	4
OG0005055	6	6
OG0005056	6	6
OG0005057	10	10
OG0005058	5	5
OG0005059	6	6
OG0005060	5	5
OG0005061	6	6
OG0005062	5	5
OG0005063	6	6
OG0005064	6	6
OG0005065	7	7
OG0005066	6	6
OG0005067	6	6
OG0005068	6	6
OG0005069	8	8
OG0005070	10	10
OG0005071	6	6
OG0005072	5	4
OG0005073	5	5
OG0005074	5	5
OG0005075	5	5
OG0005076	5	5
OG0005077	6	6
OG0005078	7	7
OG0005079	7	7
OG0005080	5	5
OG0005081	5	5
OG0005082	6	6
OG0005083	6	6
OG0005084	5	5
OG0005085	7	7
OG0005086	6	6
OG0005087	6	6
OG0005088	6	6
OG0005089	7	7
OG0005090	7	7
OG0005091	6	6
OG0005092	6	6
OG0005093	7	7
OG0005094	6	6
OG0005095	6	6
OG0005096	6	6
OG0005097	5	4
OG0005098	5	5
OG0005099	6	6
OG0005100	6	6
OG0005101	6	6
OG0005102	6	6
OG0005103	6	6
OG0005104	5	5
OG0005105	10	10
OG0005106	6	6
OG0005107	6	6
OG0005108	5	5
OG0005109	6	6
OG0005110	7	7
OG0005111	6	6
OG0005112	6	6
OG0005113	7	7
OG0005114	6	5
OG0005115	5	5
OG0005116	8	8
OG0005117	6	6
OG0005118	6	6
OG0005119	5	5
OG0005120	6	6
OG0005121	6	6
OG0005122	5	5
OG0005123	6	6
OG0005124	6	6
OG0005125	5	4
OG0005126	6	6
OG0005127	5	5
OG0005128	10	10
OG0005129	6	6
OG0005130	5	5
OG0005131	6	6
OG0005132	6	6
OG0005133	6	6
OG0005134	6	6
OG0005135	6	6
OG0005136	5	5
OG0005137	5	4
OG0005138	6	6
OG0005139	6	6
OG0005140	6	6
OG0005141	6	6
OG0005142	7	7
OG0005143	6	6
OG0005144	6	6
OG0005145	6	6
OG0005146	5	5
OG0005147	5	5
OG0005148	5	5
OG0005149	5	5
OG0005150	5	5
OG0005151	5	5
OG0005152	6	6
OG0005153	10	10
OG0005154	7	7
OG0005155	6	5
OG0005156	4	4
OG0005157	6	6
OG0005158	6	6
OG0005159	6	6
OG0005160	6	6
OG0005161	6	6
OG0005162	5	5
OG0005163	6	6
OG0005164	6	6
OG0005165	6	6
OG0005166	6	6
OG0005167	3	3
OG0005168	6	6
OG0005169	6	6
OG0005170	6	6
OG0005171	5	4
OG0005172	6	6
OG0005173	6	6
OG0005174	6	6
OG0005175	6	6
OG0005176	7	7
OG0005177	6	5
OG0005178	9	9
OG0005179	6	6
OG0005180	7	7
OG0005181	5	5
OG0005182	6	6
OG0005183	6	5
OG0005184	6	6
OG0005185	7	7
OG0005186	6	6
OG0005187	7	7
OG0005188	6	6
OG0005189	6	6
OG0005190	5	4
OG0005191	5	4
OG0005192	6	6
OG0005193	4	4
OG0005194	5	5
OG0005195	5	5
OG0005196	5	5
OG0005197	6	6
OG0005198	5	5
OG0005199	6	6
OG0005200	7	7
OG0005201	6	6
OG0005202	5	5
OG0005203	5	5
OG0005204	4	4
OG0005205	6	6
OG0005206	6	6
OG0005207	6	6
OG0005208	6	6
OG0005209	6	6
OG0005210	6	6
OG0005211	6	6
OG0005212	6	6
OG0005213	6	6
OG0005214	5	5
OG0005215	6	6
OG0005216	4	4
OG0005217	7	6
OG0005218	5	5
OG0005219	6	6
OG0005220	6	6
OG0005221	6	6
OG0005222	4	4
OG0005223	6	6
OG0005224	6	6
OG0005225	6	6
OG0005226	6	6
OG0005227	6	6
OG0005228	6	6
OG0005229	5	5
OG0005230	6	6
OG0005231	6	6
OG0005232	6	6
OG0005233	6	6
OG0005234	6	6
OG0005235	6	6
OG0005236	6	6
OG0005237	6	6
OG0005238	4	4
OG0005239	6	6
OG0005240	6	6
OG0005241	6	6
OG0005242	7	7
OG0005243	6	6
OG0005244	6	6
OG0005245	6	6
OG0005246	5	5
OG0005247	6	6
OG0005248	5	5
OG0005249	7	7
OG0005250	5	5
OG0005251	6	6
OG0005252	6	6
OG0005253	7	7
OG0005254	6	6
OG0005255	7	7
OG0005256	6	6
OG0005257	4	4
OG0005258	7	7
OG0005259	6	6
OG0005260	5	5
OG0005261	3	3
OG0005262	6	6
OG0005263	6	6
OG0005264	6	6
OG0005265	6	6
OG0005266	6	6
OG0005267	6	6
OG0005268	6	6
OG0005269	6	6
OG0005270	6	4
OG0005271	3	3
OG0005272	6	6
OG0005273	6	6
OG0005274	6	6
OG0005275	6	6
OG0005276	5	5
OG0005277	6	6
OG0005278	6	6
