Orthogroup	Arachis_hypogaea	Capsicum_anuum
OG0007610	arahy.Tifrunner.gnm1.ann1.9NJ9Q0.1, arahy.Tifrunner.gnm1.ann1.8Z97YG.1, arahy.Tifrunner.gnm1.ann1.SX2T07.2	CA01g26720
OG0007612	arahy.Tifrunner.gnm1.ann1.1V4MQQ.1, arahy.Tifrunner.gnm1.ann1.0B413X.1, arahy.Tifrunner.gnm1.ann1.8F6PMG.1, arahy.Tifrunner.gnm1.ann1.QNQ5U8.1, arahy.Tifrunner.gnm1.ann1.HXS3HA.1	CA00g82370
OG0007613	arahy.Tifrunner.gnm1.ann1.350VGV.1, arahy.Tifrunner.gnm1.ann1.TUB0KC.2	CA03g32190
OG0007614	arahy.Tifrunner.gnm1.ann1.5DM86W.3, arahy.Tifrunner.gnm1.ann1.RKT4NC.2	CA01g34670, CA01g00370
OG0007615	arahy.Tifrunner.gnm1.ann1.EI642X.1, arahy.Tifrunner.gnm1.ann1.T1S75H.2	CA00g66870
OG0007616	arahy.Tifrunner.gnm1.ann1.AKN0IM.1, arahy.Tifrunner.gnm1.ann1.RDA3PX.1	CA00g84840, CA06g16040, CA03g35600
OG0007618	arahy.Tifrunner.gnm1.ann1.T7NAK5.1, arahy.Tifrunner.gnm1.ann1.QCHX4X.1, arahy.Tifrunner.gnm1.ann1.C4Z81U.1, arahy.Tifrunner.gnm1.ann1.HM7G91.1, arahy.Tifrunner.gnm1.ann1.4PMG8D.1	CA03g18180
OG0007619	arahy.Tifrunner.gnm1.ann1.Y2MR3P.1, arahy.Tifrunner.gnm1.ann1.2WFT1V.1	CA03g32230
OG0007621	arahy.Tifrunner.gnm1.ann1.B80FEM.1, arahy.Tifrunner.gnm1.ann1.9SFQ4R.1	CA11g00120
OG0007622	arahy.Tifrunner.gnm1.ann1.KJ11SU.1, arahy.Tifrunner.gnm1.ann1.SI6M6S.1	CA01g27560, CA06g00300
OG0007623	arahy.Tifrunner.gnm1.ann1.R00598.1, arahy.Tifrunner.gnm1.ann1.Y9YNSN.1, arahy.Tifrunner.gnm1.ann1.K7I6W4.1, arahy.Tifrunner.gnm1.ann1.1YH0S6.1	CA00g82170
OG0007624	arahy.Tifrunner.gnm1.ann1.IW4QJC.1, arahy.Tifrunner.gnm1.ann1.JBBQ4L.1, arahy.Tifrunner.gnm1.ann1.7ZJB2L.1	CA05g20810, CA05g20820
OG0007625	arahy.Tifrunner.gnm1.ann1.Z3UMR9.1, arahy.Tifrunner.gnm1.ann1.MX7F3A.1	CA12g21610
OG0007627	arahy.Tifrunner.gnm1.ann1.Z456W4.1, arahy.Tifrunner.gnm1.ann1.YV4Q3G.1	CA03g24640
OG0007628	arahy.Tifrunner.gnm1.ann1.92BDQ3.1, arahy.Tifrunner.gnm1.ann1.TJ3454.1, arahy.Tifrunner.gnm1.ann1.T3UAXS.1, arahy.Tifrunner.gnm1.ann1.MIQ9L3.1	CA11g04880
OG0007629	arahy.Tifrunner.gnm1.ann1.G2LGPB.1, arahy.Tifrunner.gnm1.ann1.S06R8C.1	CA08g17010
OG0007630	arahy.Tifrunner.gnm1.ann1.DPQ6SD.1, arahy.Tifrunner.gnm1.ann1.H3HGUT.1	CA00g88900, CA06g10340
OG0007632	arahy.Tifrunner.gnm1.ann1.IS0G8W.1, arahy.Tifrunner.gnm1.ann1.W5TLQL.1	CA03g13680
OG0007633	arahy.Tifrunner.gnm1.ann1.NJE90G.1, arahy.Tifrunner.gnm1.ann1.JHSV57.1	CA03g17140
OG0007634	arahy.Tifrunner.gnm1.ann1.BZI3ML.1	CA02g20900
OG0007634	arahy.Tifrunner.gnm1.ann1.GT0B0E.1, arahy.Tifrunner.gnm1.ann1.UEF6CF.1	CA02g20910
OG0007635	arahy.Tifrunner.gnm1.ann1.S5NBXN.2, arahy.Tifrunner.gnm1.ann1.BMM90D.2	CA00g51930
OG0007636	arahy.Tifrunner.gnm1.ann1.K577WU.1, arahy.Tifrunner.gnm1.ann1.RX87J0.2	CA00g66780
OG0007637	arahy.Tifrunner.gnm1.ann1.56RS5A.1, arahy.Tifrunner.gnm1.ann1.T3J336.1, arahy.Tifrunner.gnm1.ann1.EH9MEX.1	CA08g13240
OG0007638	arahy.Tifrunner.gnm1.ann1.1A3YDX.1, arahy.Tifrunner.gnm1.ann1.028SBR.1, arahy.Tifrunner.gnm1.ann1.HRB127.2, arahy.Tifrunner.gnm1.ann1.K0H003.1	CA06g12170
OG0007639	arahy.Tifrunner.gnm1.ann1.SY690W.1, arahy.Tifrunner.gnm1.ann1.2XA8QH.1	CA08g13000, CA01g22320
OG0007641	arahy.Tifrunner.gnm1.ann1.I6JZDT.1, arahy.Tifrunner.gnm1.ann1.3S8P0L.2, arahy.Tifrunner.gnm1.ann1.V7E7MG.1, arahy.Tifrunner.gnm1.ann1.V4I8CJ.1	CA00g87020, CA05g20740
OG0007643	arahy.Tifrunner.gnm1.ann1.K44HFU.1	CA01g00270, CA01g34710
OG0007644	arahy.Tifrunner.gnm1.ann1.YRV6S7.1, arahy.Tifrunner.gnm1.ann1.TA5AS1.1	CA00g59390
OG0007645	arahy.Tifrunner.gnm1.ann1.0Z4KK5.1	CA03g25290
OG0007647	arahy.Tifrunner.gnm1.ann1.040H4U.1, arahy.Tifrunner.gnm1.ann1.KJ9MA8.1, arahy.Tifrunner.gnm1.ann1.5B3ZLR.1, arahy.Tifrunner.gnm1.ann1.XIN792.1	CA00g67790
OG0007648	arahy.Tifrunner.gnm1.ann1.SBEJ10.2	CA12g10430
OG0007649	arahy.Tifrunner.gnm1.ann1.BWR49H.1, arahy.Tifrunner.gnm1.ann1.R6GQUS.1	CA12g15230
OG0007650	arahy.Tifrunner.gnm1.ann1.2FXK3X.2, arahy.Tifrunner.gnm1.ann1.U12L5E.1	CA03g17410, CA04g00030
OG0007651	arahy.Tifrunner.gnm1.ann1.7D2JYW.1, arahy.Tifrunner.gnm1.ann1.LHV27P.1, arahy.Tifrunner.gnm1.ann1.AAS7XX.1, arahy.Tifrunner.gnm1.ann1.CBXD69.1	CA01g24540
OG0007652	arahy.Tifrunner.gnm1.ann1.94UDPX.2, arahy.Tifrunner.gnm1.ann1.U8M3K9.1	CA00g80890
OG0007654	arahy.Tifrunner.gnm1.ann1.C5IBYI.1, arahy.Tifrunner.gnm1.ann1.F8T38Z.1	CA11g14200, CA10g21230
OG0007655	arahy.Tifrunner.gnm1.ann1.XI7UL2.1, arahy.Tifrunner.gnm1.ann1.Q9T26T.1	CA02g15770
OG0007656	arahy.Tifrunner.gnm1.ann1.85G940.2, arahy.Tifrunner.gnm1.ann1.VUE9H8.1	CA08g11850
OG0007658	arahy.Tifrunner.gnm1.ann1.9ZVI3S.1	CA03g05570
OG0007660	arahy.Tifrunner.gnm1.ann1.EL78PJ.1, arahy.Tifrunner.gnm1.ann1.N25XM0.1	CA12g06930
OG0007661	arahy.Tifrunner.gnm1.ann1.4TVW2I.1, arahy.Tifrunner.gnm1.ann1.WN30HB.1	CA01g05510, CA01g18190
OG0007662	arahy.Tifrunner.gnm1.ann1.7L16MH.1, arahy.Tifrunner.gnm1.ann1.I8E435.1	CA01g27570
OG0007663	arahy.Tifrunner.gnm1.ann1.RRWC6P.1, arahy.Tifrunner.gnm1.ann1.L3CNX8.1	CA02g02990
OG0007665	arahy.Tifrunner.gnm1.ann1.4F68EX.1, arahy.Tifrunner.gnm1.ann1.5H6YYL.1	CA03g34490
OG0007665	arahy.Tifrunner.gnm1.ann1.H1080P.1	CA10g19130
OG0007666	arahy.Tifrunner.gnm1.ann1.K2BJ17.1, arahy.Tifrunner.gnm1.ann1.X3APAR.1, arahy.Tifrunner.gnm1.ann1.4FI6MM.1	CA03g35980
OG0007668	arahy.Tifrunner.gnm1.ann1.TF3SPP.1, arahy.Tifrunner.gnm1.ann1.78VVNS.2	CA03g31110
OG0007669	arahy.Tifrunner.gnm1.ann1.NEIN3W.1, arahy.Tifrunner.gnm1.ann1.M8Z2DU.1	CA00g81890
OG0007671	arahy.Tifrunner.gnm1.ann1.5IW37T.1, arahy.Tifrunner.gnm1.ann1.2F6CI2.1	CA04g13690
OG0007672	arahy.Tifrunner.gnm1.ann1.XN1C7B.1, arahy.Tifrunner.gnm1.ann1.X9CQTL.1	CA05g07310, CA00g68530
OG0007673	arahy.Tifrunner.gnm1.ann1.I073XK.2, arahy.Tifrunner.gnm1.ann1.PR501J.1, arahy.Tifrunner.gnm1.ann1.489AYV.3, arahy.Tifrunner.gnm1.ann1.Y2QIS7.1	CA02g07140
OG0007674	arahy.Tifrunner.gnm1.ann1.K65USX.1, arahy.Tifrunner.gnm1.ann1.3S85UN.1	CA05g16770, CA03g02660
OG0007675	arahy.Tifrunner.gnm1.ann1.1A3CYD.1, arahy.Tifrunner.gnm1.ann1.5BRB7E.1, arahy.Tifrunner.gnm1.ann1.L692UP.1	CA04g11940
OG0007676	arahy.Tifrunner.gnm1.ann1.6B58CR.1, arahy.Tifrunner.gnm1.ann1.DBA4ID.1	CA10g17020, CA09g12510, CA00g41230
OG0007677	arahy.Tifrunner.gnm1.ann1.U2M1WG.1, arahy.Tifrunner.gnm1.ann1.K2PSBW.1, arahy.Tifrunner.gnm1.ann1.CS2NGB.1, arahy.Tifrunner.gnm1.ann1.14ARY3.2, arahy.Tifrunner.gnm1.ann1.GVX85Y.1	CA04g18190
OG0007678	arahy.Tifrunner.gnm1.ann1.X9MLMM.2, arahy.Tifrunner.gnm1.ann1.GZI5BF.2	CA00g67040
OG0007679	arahy.Tifrunner.gnm1.ann1.03ZACY.1, arahy.Tifrunner.gnm1.ann1.B7BSQF.1, arahy.Tifrunner.gnm1.ann1.Z8QNYX.1, arahy.Tifrunner.gnm1.ann1.52GFDY.1, arahy.Tifrunner.gnm1.ann1.A7W0M1.1, arahy.Tifrunner.gnm1.ann1.L12S6X.1, arahy.Tifrunner.gnm1.ann1.58GN9R.1, arahy.Tifrunner.gnm1.ann1.99ZMBX.1	CA12g09570
OG0007680	arahy.Tifrunner.gnm1.ann1.TN3NK4.4	CA01g16230
OG0007681	arahy.Tifrunner.gnm1.ann1.AF6N0J.1, arahy.Tifrunner.gnm1.ann1.KQ3H1K.1	CA12g04530
OG0007682	arahy.Tifrunner.gnm1.ann1.RMA2H8.1	CA01g25310
OG0007683	arahy.Tifrunner.gnm1.ann1.U2IP3E.1, arahy.Tifrunner.gnm1.ann1.16DI2Y.1	CA03g07640, CA04g00040
OG0007684	arahy.Tifrunner.gnm1.ann1.W1U3RA.2, arahy.Tifrunner.gnm1.ann1.M3XDKU.1, arahy.Tifrunner.gnm1.ann1.WQ7LLZ.1, arahy.Tifrunner.gnm1.ann1.8I8ZWR.1	CA03g23750
OG0007686	arahy.Tifrunner.gnm1.ann1.ES6UXQ.1, arahy.Tifrunner.gnm1.ann1.C79GQS.1, arahy.Tifrunner.gnm1.ann1.CZ2WKN.2, arahy.Tifrunner.gnm1.ann1.GYTR0L.2	CA01g17110
OG0007687	arahy.Tifrunner.gnm1.ann1.9S1KBE.1, arahy.Tifrunner.gnm1.ann1.8JLR9N.1	CA03g05920
OG0007689	arahy.Tifrunner.gnm1.ann1.K4VXRT.1, arahy.Tifrunner.gnm1.ann1.T9C3HB.1	CA06g26530
OG0007690	arahy.Tifrunner.gnm1.ann1.IPCF80.1, arahy.Tifrunner.gnm1.ann1.M78ZSX.1	CA12g05520
OG0007691	arahy.Tifrunner.gnm1.ann1.I4NG9B.1, arahy.Tifrunner.gnm1.ann1.KQW02R.1, arahy.Tifrunner.gnm1.ann1.E12FQJ.2, arahy.Tifrunner.gnm1.ann1.H8SGQ8.1	CA02g10970
OG0007692	arahy.Tifrunner.gnm1.ann1.GYNY95.1, arahy.Tifrunner.gnm1.ann1.QBU7FE.1	CA05g12630, CA11g00040
OG0007693	arahy.Tifrunner.gnm1.ann1.S79YT6.2, arahy.Tifrunner.gnm1.ann1.653AWM.1	CA10g08990, CA03g24630
OG0007694	arahy.Tifrunner.gnm1.ann1.KVB0K0.1, arahy.Tifrunner.gnm1.ann1.QK2693.1, arahy.Tifrunner.gnm1.ann1.TC5M0Q.1, arahy.Tifrunner.gnm1.ann1.6ZTX4G.1, arahy.Tifrunner.gnm1.ann1.HG6PX3.1, arahy.Tifrunner.gnm1.ann1.YSC4AN.1, arahy.Tifrunner.gnm1.ann1.YXS8EF.1	CA08g16530
OG0007695	arahy.Tifrunner.gnm1.ann1.5KAB8G.1, arahy.Tifrunner.gnm1.ann1.UPMJ8W.1	CA04g10260, CA06g13940
OG0007696	arahy.Tifrunner.gnm1.ann1.ALB3WU.1, arahy.Tifrunner.gnm1.ann1.DWFH4A.1	CA00g69340
OG0007699	arahy.Tifrunner.gnm1.ann1.83566S.1, arahy.Tifrunner.gnm1.ann1.P4R1Y8.1, arahy.Tifrunner.gnm1.ann1.KR3NZ5.1, arahy.Tifrunner.gnm1.ann1.LT4L2L.1	CA11g01740
OG0007700	arahy.Tifrunner.gnm1.ann1.JEJT95.1, arahy.Tifrunner.gnm1.ann1.SBJ23B.1	CA08g10120
OG0007701	arahy.Tifrunner.gnm1.ann1.6C9V7B.1, arahy.Tifrunner.gnm1.ann1.72UZVS.1, arahy.Tifrunner.gnm1.ann1.5K2M2S.1, arahy.Tifrunner.gnm1.ann1.5U1FHR.1	CA03g33790
OG0007704	arahy.Tifrunner.gnm1.ann1.64NVCN.1, arahy.Tifrunner.gnm1.ann1.J67SBC.1	CA04g14240
OG0007706	arahy.Tifrunner.gnm1.ann1.JDGP5U.1, arahy.Tifrunner.gnm1.ann1.S2VHS4.1	CA01g27240
OG0007708	arahy.Tifrunner.gnm1.ann1.GN08CG.1, arahy.Tifrunner.gnm1.ann1.7S53TL.1, arahy.Tifrunner.gnm1.ann1.V90YU5.1	CA07g11110
OG0007709	arahy.Tifrunner.gnm1.ann1.HB650C.1, arahy.Tifrunner.gnm1.ann1.AQ7EBY.1	CA07g16130
OG0007710	arahy.Tifrunner.gnm1.ann1.I5I5B9.1, arahy.Tifrunner.gnm1.ann1.M8WN25.1, arahy.Tifrunner.gnm1.ann1.UR1HZK.1, arahy.Tifrunner.gnm1.ann1.S8VH7K.1	CA08g10900
OG0007712	arahy.Tifrunner.gnm1.ann1.51A16S.1, arahy.Tifrunner.gnm1.ann1.L7KTRP.1	CA00g74970
OG0007713	arahy.Tifrunner.gnm1.ann1.Q6727A.1, arahy.Tifrunner.gnm1.ann1.GKFC1I.1	CA00g71550, CA11g15710
OG0007714	arahy.Tifrunner.gnm1.ann1.UQJP0C.1, arahy.Tifrunner.gnm1.ann1.1P3WKU.1, arahy.Tifrunner.gnm1.ann1.FRQ615.1, arahy.Tifrunner.gnm1.ann1.V10AMR.2	CA02g19960
OG0007715	arahy.Tifrunner.gnm1.ann1.7NM92S.1, arahy.Tifrunner.gnm1.ann1.CE7Z9D.1	CA00g51880
OG0007716	arahy.Tifrunner.gnm1.ann1.B8VWLB.1, arahy.Tifrunner.gnm1.ann1.0IB5VB.1	CA03g06730
OG0007717	arahy.Tifrunner.gnm1.ann1.5B7TYX.1, arahy.Tifrunner.gnm1.ann1.M3B011.1	CA05g03520
OG0007718	arahy.Tifrunner.gnm1.ann1.SKJX1Q.1, arahy.Tifrunner.gnm1.ann1.RXQ5U4.1, arahy.Tifrunner.gnm1.ann1.PL2W5K.1	CA01g28080
OG0007720	arahy.Tifrunner.gnm1.ann1.353VBZ.1, arahy.Tifrunner.gnm1.ann1.U4UA85.1	CA03g17150, CA03g17170
OG0007721	arahy.Tifrunner.gnm1.ann1.A0K4XE.1, arahy.Tifrunner.gnm1.ann1.GMTF4T.1	CA03g14220
OG0007722	arahy.Tifrunner.gnm1.ann1.SHM2EA.1, arahy.Tifrunner.gnm1.ann1.PY5VJM.1, arahy.Tifrunner.gnm1.ann1.HZDG1A.2	CA12g05360
OG0007723	arahy.Tifrunner.gnm1.ann1.9696U1.1, arahy.Tifrunner.gnm1.ann1.X2M6R4.1, arahy.Tifrunner.gnm1.ann1.JKRU9X.1, arahy.Tifrunner.gnm1.ann1.ZQH5MP.1	CA01g31270
OG0007724	arahy.Tifrunner.gnm1.ann1.N0KYQA.1, arahy.Tifrunner.gnm1.ann1.DML457.1	CA12g06690
OG0007725	arahy.Tifrunner.gnm1.ann1.1Z9PCH.1	CA06g27280, CA08g06720, CA07g03250, CA02g13060
OG0007726	arahy.Tifrunner.gnm1.ann1.8ZA7N6.1, arahy.Tifrunner.gnm1.ann1.DZ7G8Z.1, arahy.Tifrunner.gnm1.ann1.KKZ0LN.1, arahy.Tifrunner.gnm1.ann1.0J3LZT.1	CA03g17430
OG0007729	arahy.Tifrunner.gnm1.ann1.45PR62.1, arahy.Tifrunner.gnm1.ann1.GULV0C.1	CA11g00110
OG0007730	arahy.Tifrunner.gnm1.ann1.LP608C.1, arahy.Tifrunner.gnm1.ann1.LYW6AZ.1	CA06g00330
OG0007731	arahy.Tifrunner.gnm1.ann1.S9URI0.1, arahy.Tifrunner.gnm1.ann1.G4Z2H5.1	CA03g18920
OG0007732	arahy.Tifrunner.gnm1.ann1.45WQWH.1, arahy.Tifrunner.gnm1.ann1.4051GE.1	CA04g09590, CA11g02810
OG0007733	arahy.Tifrunner.gnm1.ann1.KWLN2P.1, arahy.Tifrunner.gnm1.ann1.9TB0NK.1	CA07g12710
OG0007735	arahy.Tifrunner.gnm1.ann1.ZFL6Z0.1, arahy.Tifrunner.gnm1.ann1.M5ZY6N.1, arahy.Tifrunner.gnm1.ann1.78YPL0.1, arahy.Tifrunner.gnm1.ann1.RAY848.1	CA07g02540
OG0007736	arahy.Tifrunner.gnm1.ann1.2R11L5.1, arahy.Tifrunner.gnm1.ann1.WQ9MHI.1, arahy.Tifrunner.gnm1.ann1.A3MF7W.1, arahy.Tifrunner.gnm1.ann1.BX85EM.1, arahy.Tifrunner.gnm1.ann1.JV7126.1	CA11g07790, CA00g81450
OG0007738	arahy.Tifrunner.gnm1.ann1.RC06K7.1, arahy.Tifrunner.gnm1.ann1.U6FHN5.1	CA03g06750
OG0007739	arahy.Tifrunner.gnm1.ann1.PN14H9.1, arahy.Tifrunner.gnm1.ann1.Y49WPM.1, arahy.Tifrunner.gnm1.ann1.E8ST2Z.1, arahy.Tifrunner.gnm1.ann1.KX3KVT.1	CA03g34080
OG0007740	arahy.Tifrunner.gnm1.ann1.VP1N9X.1, arahy.Tifrunner.gnm1.ann1.EZR5ZL.1, arahy.Tifrunner.gnm1.ann1.JF6ZBS.1, arahy.Tifrunner.gnm1.ann1.T1UJ1Q.1	CA09g10790
OG0007742	arahy.Tifrunner.gnm1.ann1.66TP8S.1, arahy.Tifrunner.gnm1.ann1.ME3VYR.1	CA12g14340
OG0007743	arahy.Tifrunner.gnm1.ann1.W3A71Z.1, arahy.Tifrunner.gnm1.ann1.UGS5Z8.1	CA04g07580
OG0007744	arahy.Tifrunner.gnm1.ann1.Z20ZUZ.1, arahy.Tifrunner.gnm1.ann1.GWI8GZ.1, arahy.Tifrunner.gnm1.ann1.41JFP3.1	CA01g09430
OG0007745	arahy.Tifrunner.gnm1.ann1.G5620Q.1, arahy.Tifrunner.gnm1.ann1.MS4PPI.1	CA01g27420
OG0007746	arahy.Tifrunner.gnm1.ann1.47PMEA.1, arahy.Tifrunner.gnm1.ann1.L5LJLM.2	CA08g19500
OG0007747	arahy.Tifrunner.gnm1.ann1.EQXZ2A.1	CA09g13190, CA07g16700
OG0007748	arahy.Tifrunner.gnm1.ann1.PR5NM5.1, arahy.Tifrunner.gnm1.ann1.TZQI84.1	CA03g35590, CA06g16020
OG0007749	arahy.Tifrunner.gnm1.ann1.8T8XTL.2, arahy.Tifrunner.gnm1.ann1.1RV5TE.1	CA04g11150
OG0007750	arahy.Tifrunner.gnm1.ann1.G0QKVL.1, arahy.Tifrunner.gnm1.ann1.6E503M.1, arahy.Tifrunner.gnm1.ann1.0BK39D.1, arahy.Tifrunner.gnm1.ann1.K9R0J3.1	CA01g22120
OG0007751	arahy.Tifrunner.gnm1.ann1.TPGZ8P.1, arahy.Tifrunner.gnm1.ann1.U0AKQE.1	CA03g34840
OG0007752	arahy.Tifrunner.gnm1.ann1.ZT2LDC.1, arahy.Tifrunner.gnm1.ann1.YVZ59D.1, arahy.Tifrunner.gnm1.ann1.RE9U9K.1	CA06g20430
OG0007753	arahy.Tifrunner.gnm1.ann1.X2Q8CL.1, arahy.Tifrunner.gnm1.ann1.T2R7SH.1	CA08g01790, CA11g16340
OG0007754	arahy.Tifrunner.gnm1.ann1.7F0ZFP.2, arahy.Tifrunner.gnm1.ann1.JSQ5P9.1	CA00g78470
OG0007755	arahy.Tifrunner.gnm1.ann1.H69QIP.1, arahy.Tifrunner.gnm1.ann1.HQ8LD6.1, arahy.Tifrunner.gnm1.ann1.MYF1K6.1	CA10g13900
OG0007756	arahy.Tifrunner.gnm1.ann1.IME475.1, arahy.Tifrunner.gnm1.ann1.XEK3EE.1	CA00g74920
OG0007757	arahy.Tifrunner.gnm1.ann1.RW77QZ.1, arahy.Tifrunner.gnm1.ann1.9JEX28.1	CA12g06070
OG0007758	arahy.Tifrunner.gnm1.ann1.6WDS79.1	CA12g07730
OG0007759	arahy.Tifrunner.gnm1.ann1.FWQ16B.1, arahy.Tifrunner.gnm1.ann1.YY6L6Q.1, arahy.Tifrunner.gnm1.ann1.80MN4W.1, arahy.Tifrunner.gnm1.ann1.VCL9QQ.1, arahy.Tifrunner.gnm1.ann1.5AVZ6R.1	CA07g00520
OG0007760	arahy.Tifrunner.gnm1.ann1.8FJM7R.1, arahy.Tifrunner.gnm1.ann1.G6H680.1	CA12g15110, CA03g35290
OG0007761	arahy.Tifrunner.gnm1.ann1.Y60BUA.1, arahy.Tifrunner.gnm1.ann1.IPP45T.1, arahy.Tifrunner.gnm1.ann1.EBKF2Y.1	CA01g05290
OG0007762	arahy.Tifrunner.gnm1.ann1.FXN302.1, arahy.Tifrunner.gnm1.ann1.09736N.1	CA01g21960
OG0007763	arahy.Tifrunner.gnm1.ann1.BW091K.1, arahy.Tifrunner.gnm1.ann1.B8DRML.1	CA03g04590, CA12g19800
OG0007764	arahy.Tifrunner.gnm1.ann1.BFI5I2.1, arahy.Tifrunner.gnm1.ann1.Y3J10V.1	CA00g59400
OG0007766	arahy.Tifrunner.gnm1.ann1.1SB772.1, arahy.Tifrunner.gnm1.ann1.YI7QGP.1	CA00g50130
OG0007767	arahy.Tifrunner.gnm1.ann1.X76XU5.1, arahy.Tifrunner.gnm1.ann1.V7IKH4.1	CA05g03960, CA05g03970
OG0007768	arahy.Tifrunner.gnm1.ann1.21AGFE.1, arahy.Tifrunner.gnm1.ann1.N8MZL6.1	CA12g11290
OG0007769	arahy.Tifrunner.gnm1.ann1.Z6YRHE.1, arahy.Tifrunner.gnm1.ann1.KUY2JB.1	CA00g26900, CA00g57040
OG0007770	arahy.Tifrunner.gnm1.ann1.R8TWAM.1, arahy.Tifrunner.gnm1.ann1.6ILC2A.1	CA00g93070, CA00g94070, CA06g23810, CA00g92460, CA06g08640
OG0007771	arahy.Tifrunner.gnm1.ann1.M1H4LG.1, arahy.Tifrunner.gnm1.ann1.5G19JE.2, arahy.Tifrunner.gnm1.ann1.L5B37C.1, arahy.Tifrunner.gnm1.ann1.S6WBKZ.1	CA06g08010
OG0007773	arahy.Tifrunner.gnm1.ann1.4FF1BV.1, arahy.Tifrunner.gnm1.ann1.7BF3PT.1	CA02g08870, CA02g00840
OG0007774	arahy.Tifrunner.gnm1.ann1.G0PQAF.1, arahy.Tifrunner.gnm1.ann1.92NGGW.2	CA12g19160
OG0007775	arahy.Tifrunner.gnm1.ann1.WIN44D.1, arahy.Tifrunner.gnm1.ann1.LJCF3U.1	CA00g16530
OG0007776	arahy.Tifrunner.gnm1.ann1.HZHI7V.1, arahy.Tifrunner.gnm1.ann1.SE5II1.1, arahy.Tifrunner.gnm1.ann1.EJIU1B.1	CA02g18620
OG0007777	arahy.Tifrunner.gnm1.ann1.FB4L04.1, arahy.Tifrunner.gnm1.ann1.KG9X9B.1	CA07g17960
OG0007778	arahy.Tifrunner.gnm1.ann1.LDS0KH.1, arahy.Tifrunner.gnm1.ann1.B0BY4Q.1	CA00g71340
OG0007779	arahy.Tifrunner.gnm1.ann1.I8TFGP.1, arahy.Tifrunner.gnm1.ann1.BAL5EB.1, arahy.Tifrunner.gnm1.ann1.IVEQ23.1	CA09g10960, CA02g08350
OG0007780	arahy.Tifrunner.gnm1.ann1.S8T7D3.1, arahy.Tifrunner.gnm1.ann1.CF3NAW.1	CA06g11080, CA01g25430
OG0007782	arahy.Tifrunner.gnm1.ann1.8I3UN2.1, arahy.Tifrunner.gnm1.ann1.G665UA.1, arahy.Tifrunner.gnm1.ann1.QPXD55.1	CA11g03360
OG0007783	arahy.Tifrunner.gnm1.ann1.B4LZ3P.1, arahy.Tifrunner.gnm1.ann1.5FCQ1J.1	CA02g17660, CA07g18620
OG0007784	arahy.Tifrunner.gnm1.ann1.DCQ16M.1, arahy.Tifrunner.gnm1.ann1.CP6VIJ.1, arahy.Tifrunner.gnm1.ann1.ELNY98.1, arahy.Tifrunner.gnm1.ann1.U1B62V.1	CA05g17640
OG0007785	arahy.Tifrunner.gnm1.ann1.BPVH0U.1, arahy.Tifrunner.gnm1.ann1.S4ITMM.1, arahy.Tifrunner.gnm1.ann1.N3YXA0.1, arahy.Tifrunner.gnm1.ann1.F90T56.1	CA12g09650
OG0007786	arahy.Tifrunner.gnm1.ann1.VWXD6N.1, arahy.Tifrunner.gnm1.ann1.4RN51I.1, arahy.Tifrunner.gnm1.ann1.FIRH26.1	CA12g01710
OG0007787	arahy.Tifrunner.gnm1.ann1.W3VJBC.1, arahy.Tifrunner.gnm1.ann1.QCG7AI.1, arahy.Tifrunner.gnm1.ann1.SVA4CI.1, arahy.Tifrunner.gnm1.ann1.4G0IWV.1	CA09g02510
OG0007788	arahy.Tifrunner.gnm1.ann1.S3RXGN.2, arahy.Tifrunner.gnm1.ann1.53VNJX.2, arahy.Tifrunner.gnm1.ann1.MEY6QL.1, arahy.Tifrunner.gnm1.ann1.Q0HNET.3	CA11g18840
OG0007789	arahy.Tifrunner.gnm1.ann1.9UH1TF.1, arahy.Tifrunner.gnm1.ann1.86AC6C.1	CA12g13340, CA03g31300
OG0007790	arahy.Tifrunner.gnm1.ann1.M0GYTU.1	CA03g35510
OG0007791	arahy.Tifrunner.gnm1.ann1.HU2A4G.1, arahy.Tifrunner.gnm1.ann1.2M6GB4.1, arahy.Tifrunner.gnm1.ann1.MX8YYA.1, arahy.Tifrunner.gnm1.ann1.E5BCQS.1	CA04g20670
OG0007792	arahy.Tifrunner.gnm1.ann1.R550IY.1, arahy.Tifrunner.gnm1.ann1.I5PA0N.1	CA07g16900
OG0007793	arahy.Tifrunner.gnm1.ann1.UIE2A5.1, arahy.Tifrunner.gnm1.ann1.T44SL9.1, arahy.Tifrunner.gnm1.ann1.Y31H1M.2	CA07g16580, CA07g16570
OG0007794	arahy.Tifrunner.gnm1.ann1.1A5XN9.1, arahy.Tifrunner.gnm1.ann1.TWW36B.1	CA08g06460
OG0007795	arahy.Tifrunner.gnm1.ann1.Z31J18.2, arahy.Tifrunner.gnm1.ann1.L9TG0E.3	CA02g14060, CA08g16980
OG0007796	arahy.Tifrunner.gnm1.ann1.BTDY3I.2, arahy.Tifrunner.gnm1.ann1.P8M8R5.1	CA03g15730
OG0007798	arahy.Tifrunner.gnm1.ann1.6ZH3JQ.1, arahy.Tifrunner.gnm1.ann1.4P5PRD.1	CA01g19940
OG0007799	arahy.Tifrunner.gnm1.ann1.J12N8U.1, arahy.Tifrunner.gnm1.ann1.0B7JEM.1	CA07g16320
OG0007800	arahy.Tifrunner.gnm1.ann1.BW0L7R.1	CA03g32490
