Orthogroup	Capsicum_anuum	Solanum_lycopersicum
OG0002280	CA06g12380	Solyc04T001366.1, Solyc04T001542.1, Solyc04T001420.1, Solyc04T001369.1, Solyc04T001540.1, Solyc04T001432.1, Solyc04T001536.1, Solyc04T001538.1, Solyc04T001425.1, Solyc04T001373.1, Solyc10T000554.1, Solyc08T000493.1, Solyc08T000488.1, Solyc10T000560.1, Solyc08T000486.1
OG0002281	CA03g36730	Solyc06T001674.1
OG0002281	CA00g45500, CA00g45510, CA06g16270, CA06g16280, CA06g16080, CA06g16290, CA06g16300, CA06g16250, CA03g00680, CA04g17040, CA09g16340, CA09g16000, CA09g16330	Solyc12T000241.2
OG0002286	CA03g30400	Solyc12T001878.1
OG0002287	CA09g12330	Solyc09T000673.1
OG0002288	CA00g64570	Solyc10T000449.1, Solyc01T002981.1
OG0002288	CA01g00440	Solyc08T002547.1
OG0002289	CA09g18650	Solyc07T002258.1
OG0002289	CA09g18620, CA09g18680, CA09g18660	Solyc07T002257.1, Solyc07T002245.1
OG0002289	CA09g18670, CA07g12770	Solyc04T000152.1
OG0002293	CA10g11240	Solyc10T002111.1
OG0002293	CA09g11960	Solyc09T000743.1
OG0002294	CA06g25450	Solyc06T002004.1
OG0002294	CA06g20080, CA06g25460	Solyc06T002542.1
OG0002295	CA04g16870	Solyc04T002540.1
OG0002296	CA03g17350	Solyc03T000216.1
OG0002297	CA09g04740	Solyc09T000459.1
OG0002297	CA10g11600	Solyc10T002921.1
OG0002298	CA12g22920, CA01g12170	PRAM_267.1.p1
OG0002300	CA11g18170	Solyc11T002095.1
OG0002303	CA07g14220, CA01g26960	Solyc01T002257.3
OG0002304	CA09g18520	Solyc12T000447.1
OG0002304	CA07g02840	Solyc07T000225.1
OG0002304	CA01g29000	Solyc01T000569.1, Solyc08T000838.1
OG0002305	CA06g08090	Solyc06T001100.1
OG0002305	CA01g29060	Solyc08T000422.3
OG0002306	CA09g00080	Solyc09T000430.1
OG0002307	CA05g10970	Solyc05T002032.1
OG0002307	CA07g09820	Solyc07T000509.1
OG0002308	CA01g25580	Solyc01T001970.1
OG0002308	CA03g08950	Solyc09T002196.1
OG0002310	CA09g10940, CA06g26960, CA08g10820	Solyc09T001960.2, Solyc01T003143.1
OG0002311	CA06g10190	Solyc06T001083.1
OG0002311	CA03g20560, CA03g20550, CA03g20570	Solyc03T001676.1
OG0002312	CA10g05570, CA10g05820	Solyc05T001681.1, Solyc10T000043.3, Solyc10T000042.1
OG0002313	CA03g20580	Solyc03T001675.1
OG0002314	CA12g01150, CA12g00610	Solyc06T000081.1, Solyc11T000603.1
OG0002317	CA01g02960	Solyc12T002212.1, Solyc08T002346.1
OG0002318	CA11g15580	Solyc11T002433.1
OG0002319	CA08g09760	Solyc01T003036.1
OG0002320	CA01g31490, CA11g10800	Solyc01T003852.1
OG0002322	CA00g96260, CA03g17900, CA03g29670	Solyc03T000360.1
OG0002325	CA10g14420, CA09g05540, CA10g04960	Solyc10T002940.2
OG0002326	CA10g10410, CA11g18240	Solyc10T000474.1
OG0002326	CA08g08230	Solyc01T002933.1
OG0002327	CA03g09150	Solyc09T002181.1
OG0002327	CA06g27600, CA06g25740	Solyc06T002765.1
OG0002328	CA08g14930	Solyc09T001975.1
OG0002328	CA04g00210	Solyc03T000021.1
OG0002329	CA08g05670	Solyc11T000058.4
OG0002331	CA01g02700	Solyc03T001616.1
OG0002332	CA03g08290, CA03g08280	Solyc09T002224.1
OG0002332	CA07g16380, CA03g08620, CA06g03940	Solyc09T002222.1, Solyc09T002221.1
OG0002333	CA10g13330	Solyc10T002108.1
OG0002333	CA09g10180	Solyc10T002106.1
OG0002334	CA12g04500	Solyc03T001277.4, Solyc03T001278.1, Solyc11T000333.1
OG0002335	CA09g06020, CA09g00330, CA08g07470	Solyc09T000405.1
OG0002336	CA09g13040	Solyc01T002759.1
OG0002337	CA00g84830, CA04g06790	Solyc03T000625.1
OG0002339	CA04g17210	Solyc04T002487.1
OG0002340	CA08g06960	Solyc10T000587.1, Solyc05T002086.2, Solyc01T002816.1
OG0002341	CA04g04090	Solyc06T002579.1
OG0002342	CA01g20350, CA00g25610	Solyc04T001149.1
OG0002342	CA00g81740	Solyc09T001217.1, Solyc09T001206.1, Solyc10T000859.1
OG0002344	CA03g30290, CA12g12820	Solyc12T001877.1, Solyc03T003040.1
OG0002346	CA10g01200	Solyc10T000100.1
OG0002347	CA12g14080	Solyc12T002247.1
OG0002347	CA04g13540	Solyc04T002117.1
OG0002348	CA01g00460	Solyc08T002545.1
OG0002348	CA00g64590	Solyc01T002978.1
OG0002349	CA06g27930	Solyc06T002707.1
OG0002349	CA03g10110	Solyc09T002085.1
OG0002349	CA03g05190	Solyc09T002543.1
OG0002351	CA10g21020	Solyc10T002276.1
OG0002352	CA10g09180	Solyc10T001326.1
OG0002353	CA01g09840	Solyc08T001675.2
OG0002353	CA12g19140	Solyc12T002580.1
OG0002355	CA01g25540	Solyc01T001979.1
OG0002356	CA00g79480, CA00g94390, CA03g02730	Solyc10T001603.1
OG0002358	CA03g04890	Solyc09T002556.1
OG0002358	CA04g00660	Solyc03T000061.1
OG0002359	CA06g15600, CA03g36630	Solyc03T003582.1
OG0002360	CA06g00500, CA00g89100, CA00g89080	Solyc06T000287.1
OG0002360	CA06g11220	Solyc06T001275.1
OG0002361	CA04g21310, CA11g00190	Solyc05T000362.1
OG0002362	CA00g78500	Solyc03T003427.1
OG0002362	CA06g16350	Solyc06T001404.1
OG0002363	CA12g21620	Solyc12T002791.1
OG0002363	CA00g80900	Solyc12T002787.1
OG0002364	CA03g19050	Solyc03T000261.1
OG0002364	CA12g08810, CA06g05660	Solyc06T000745.1
OG0002365	CA04g14740	Solyc12T002287.1, Solyc04T002213.1
OG0002366	CA03g07220	Solyc09T002373.1
OG0002367	CA06g16770, CA03g34530	Solyc03T003331.1
OG0002369	CA03g18410, CA03g18400, CA01g02470	Solyc08T002371.1
OG0002370	CA02g30600	Solyc02T002907.1
OG0002370	CA03g36580	Solyc03T003583.1
OG0002371	CA10g20280	Solyc10T002315.1
OG0002371	CA05g00410	Solyc04T000723.1
OG0002372	CA11g00410	Solyc05T000379.1
OG0002372	CA05g10330	Solyc04T001030.1, Solyc04T001026.1
OG0002373	CA00g83860	Solyc06T000104.1
OG0002374	CA03g16880	Solyc03T001771.1
OG0002374	CA03g16890	Solyc06T000634.1
OG0002375	CA12g15270, CA02g23240	Solyc03T001674.1
OG0002376	CA06g05830	Solyc06T000739.1
OG0002376	CA03g25600	Solyc03T000273.1
OG0002377	CA12g09890	Solyc04T001861.1
OG0002377	CA06g10030	Solyc06T000114.1
OG0002378	CA09g18310	Solyc12T000408.1
OG0002378	CA03g32060	Solyc03T002963.1
OG0002379	CA02g17870	Solyc10T000041.1, Solyc02T001702.2
OG0002380	CA00g66990	Solyc01T003298.1
OG0002381	CA02g10710	Solyc04T000714.1, Solyc02T001217.1
OG0002381	CA06g02760	Solyc06T000132.1
OG0002382	CA08g17800, CA03g08220	Solyc01T002800.1
OG0002382	CA08g17820	Solyc01T004071.1
OG0002382	CA00g72650	Solyc01T002250.1
OG0002382	CA01g26990, CA01g27020	Solyc01T004070.1
OG0002383	CA06g17100	Solyc06T001736.2
OG0002383	CA03g31770	Solyc03T002935.1
OG0002383	CA08g03130, CA08g03110	Solyc08T001460.1, Solyc08T001459.1
OG0002384	CA06g03490	Solyc08T001335.1
OG0002385	CA08g14220	Solyc12T001891.1, Solyc03T001751.1, Solyc01T003588.2
OG0002386	CA00g80910	Solyc01T003360.2
OG0002387	CA01g03560	Solyc08T002277.1
OG0002387	CA03g16800	Solyc03T000177.1
OG0002388	CA01g26810	Solyc01T002263.2
OG0002388	CA00g84650	Solyc05T002503.1, Solyc09T002795.1
OG0002389	CA03g32970	Solyc03T003188.1
OG0002390	CA03g25500	Solyc03T000278.1
OG0002390	CA03g18900	Solyc03T000280.1
OG0002390	CA03g25480	Solyc03T000279.1
OG0002392	CA12g09210	Solyc04T001660.2
OG0002392	CA12g14050	Solyc12T002266.2
OG0002393	CA06g24820	Solyc06T002478.1
OG0002394	CA07g14550	Solyc07T002235.1
OG0002394	CA02g13490	Solyc02T001376.1
OG0002395	CA01g16500, CA06g21930	Solyc06T002186.1
OG0002395	CA12g04330	Solyc11T000340.1
OG0002397	CA07g20290	Solyc07T002702.1
OG0002397	CA06g04580	Solyc06T000058.1
OG0002399	CA07g19000	Solyc07T002629.2
OG0002399	CA07g11920	Solyc07T001942.1
OG0002399	CA09g07440	Solyc12T000086.1
OG0002400	CA12g12580	Solyc12T001835.3
OG0002400	CA03g31230	Solyc03T003116.1
OG0002401	CA02g14140	Solyc02T001441.1
OG0002401	CA07g17030, CA10g01660	Solyc10T000236.1
OG0002402	CA02g15520	Solyc02T001509.1
OG0002402	CA00g84200	Solyc07T002077.1
OG0002404	CA10g21910	Solyc10T002220.1
OG0002404	CA10g18760	Solyc10T002485.1
OG0002404	CA10g18740	Solyc10T002486.1
OG0002406	CA03g30690	Solyc03T003082.3
OG0002407	CA11g16660	Solyc11T002224.1
OG0002407	CA09g00110	Solyc09T000435.1
OG0002408	CA02g12300	Solyc02T001286.1
OG0002408	CA10g19820, CA10g19990	Solyc10T002354.1, Solyc10T002367.2
OG0002409	CA02g31060, CA02g09200	Solyc02T001076.1, Solyc02T002960.1
OG0002410	CA12g02780	Solyc11T000510.1
OG0002411	CA07g04110	Solyc07T000310.1
OG0002411	CA03g32500	Solyc03T003013.1
OG0002412	CA09g07160	Solyc07T001974.1, Solyc12T000071.1
OG0002413	CA07g18010, CA00g93470	Solyc07T002522.1
OG0002413	CA09g12630, CA09g13200	Solyc12T000601.1
OG0002414	CA07g04080	Solyc07T000308.1
OG0002414	CA06g13860	Solyc08T000968.1, Solyc06T001624.1
OG0002415	CA10g18960	Solyc10T002465.1
OG0002415	CA01g12440	Solyc01T000296.2
OG0002415	CA01g12430, CA11g11960	Solyc11T001951.1
OG0002416	CA01g09600	Solyc08T001712.1
OG0002416	CA05g12210	Solyc05T001527.1
OG0002417	CA12g12570, CA03g31190	Solyc03T003120.1
OG0002418	CA01g21210	Solyc01T002492.1
OG0002418	CA01g21240	Solyc01T002493.1
OG0002419	CA11g17620	Solyc11T002151.1
OG0002419	CA12g06350, CA12g06360, CA06g23180	Solyc06T002313.1
OG0002420	CA01g10710	Solyc01T000136.1, Solyc01T000656.1, Solyc01T000676.1
OG0002421	CA08g07390	Solyc01T002860.1
OG0002421	CA05g12140	Solyc05T002100.1
OG0002421	CA10g06480, CA10g06470, CA05g12150	Solyc10T000547.1
OG0002422	CA10g00550	Solyc10T000195.1
OG0002422	CA07g17760, CA00g19900	Solyc12T000617.1
OG0002423	CA09g13050	Solyc12T000622.1
OG0002423	CA07g17660	Solyc07T002492.1
OG0002424	CA11g15830, CA11g15820, CA11g15840	Solyc11T002444.1
OG0002425	CA00g44070	Solyc12T000641.1, Solyc07T002218.2
OG0002426	CA11g19030	Solyc11T002297.1
OG0002426	CA01g07890	Solyc04T001358.1
OG0002427	CA07g02070, CA07g02100	Solyc07T000044.2
OG0002428	CA12g11850	Solyc07T001305.1, Solyc11T001150.1, Solyc10T000717.1
OG0002428	CA02g02880, CA10g07340, CA01g19120, CA06g13350, CA04g12320, CA06g12810, CA10g14890	Solyc07T001306.1
OG0002429	CA01g16490	Solyc01T001247.1
OG0002430	CA12g01440	Solyc11T000555.1
OG0002430	CA06g09130, CA09g00280, CA09g06070, CA12g02070	Solyc06T001140.1
OG0002431	CA07g17970	Solyc07T002519.1
OG0002431	CA00g63860	Solyc02T001587.1
OG0002432	CA07g06530	Solyc05T001582.1, Solyc07T001487.1
OG0002433	CA07g05190	Solyc07T001530.1
OG0002434	CA03g26290	Solyc03T002452.1
OG0002435	CA00g60360, CA02g04710	Solyc02T001187.1
OG0002436	CA02g20370, CA02g20380	Solyc02T001793.1, Solyc02T001792.1
OG0002436	CA04g04110	Solyc03T000499.1
OG0002437	CA11g07890	Solyc05T000045.2
OG0002438	CA11g14580	Solyc11T002475.1
OG0002439	CA12g14450	Solyc04T001848.1
OG0002440	CA00g93950, CA12g15850	Solyc12T002353.1
OG0002440	CA03g00760	Solyc09T002765.1
OG0002441	CA11g05500, CA08g04500	Solyc05T000200.2
OG0002442	CA04g17120	Solyc04T002478.1
OG0002442	CA02g24340	Solyc02T002683.2
OG0002443	CA05g08580, CA04g15790, CA00g45240, CA06g14450, CA03g06950	Solyc09T001507.1, Solyc09T001505.1, Solyc09T001506.1
OG0002444	CA02g03990, CA02g00440	Solyc02T001166.1, Solyc02T000331.1
OG0002445	CA00g80440	Solyc02T001598.1
OG0002446	CA03g27030	Solyc03T002546.1, Solyc05T000020.2
OG0002447	CA06g16360	Solyc11T001109.1
OG0002447	CA06g15200	Solyc06T001538.1, Solyc06T001537.1
OG0002448	CA00g60610, CA00g60600	Solyc01T003660.1
OG0002449	CA08g19330	Solyc01T004328.1
OG0002449	CA02g21270	Solyc02T001995.1
OG0002450	CA02g12170	Solyc02T001277.1
OG0002450	CA04g00810	Solyc03T000080.1
OG0002450	CA00g72060	Solyc01T001549.1
OG0002451	CA09g09620	Solyc09T001087.1
OG0002451	CA12g19720	Solyc12T000944.1, Solyc12T002628.1
OG0002452	CA08g19010	Solyc02T000463.1, Solyc02T002447.1, Solyc01T004300.1
OG0002452	CA10g09300	Solyc10T001932.1
OG0002453	CA00g64280	Solyc10T000205.4
OG0002453	CA00g57450	Solyc02T002618.1
OG0002454	CA09g08190	Solyc09T000053.2
OG0002454	CA06g07730	Solyc06T000997.1
OG0002455	CA04g03500	Solyc03T000478.1
OG0002455	CA02g18220	Solyc02T001734.1
OG0002456	CA11g11890	Solyc11T002053.1
OG0002456	CA00g58510	Solyc01T004227.1, Solyc01T004226.1
OG0002457	CA06g15780, CA09g17200	Solyc03T003513.1
OG0002458	CA11g11580	Solyc05T000828.1
OG0002459	CA05g16750	Solyc12T002715.1, Solyc05T002436.1
OG0002460	CA11g17960	Solyc11T002264.1
OG0002460	CA11g19750, CA00g82210	Solyc06T002346.1
OG0002461	CA02g14180	Solyc02T001445.1
OG0002462	CA03g33300, CA12g07980	Solyc03T003214.1
OG0002463	CA06g06570	Solyc06T000655.1
OG0002463	CA12g02720	Solyc05T002243.1, Solyc11T000502.1
OG0002464	CA02g15510	Solyc03T000131.1, Solyc02T001511.1
OG0002464	CA06g15300, CA00g84190	Solyc07T002078.1
OG0002466	CA08g18130	Solyc01T004104.1
OG0002466	CA02g07740	Solyc02T000911.1
OG0002467	CA02g18840	Solyc02T001795.1
OG0002467	CA00g42430	Solyc03T000500.1
OG0002468	CA04g08090	Solyc03T000682.1, Solyc03T000683.1, Solyc03T000692.1, Solyc03T000701.1, Solyc03T000709.1, Solyc03T000707.1, Solyc03T000690.1, Solyc03T000699.1
OG0002469	CA01g01660	Solyc08T002426.1
OG0002469	CA03g18860	Solyc03T000285.1
OG0002470	CA07g05890	Solyc07T001522.1
OG0002470	CA09g14750	Solyc12T000339.1
OG0002470	CA03g12190, CA03g35350	Solyc03T003503.3
OG0002471	CA06g19870	Solyc06T002026.1
OG0002471	CA03g25340	Solyc03T002442.1
OG0002472	CA03g03200	Solyc09T002855.1
OG0002472	CA05g08920	Solyc04T001019.1
OG0002473	CA01g21380	Solyc04T001473.1, Solyc10T001468.2, Solyc01T002510.1
OG0002475	CA01g24180	Solyc01T002176.1
OG0002476	CA01g23750	Solyc01T000494.1
OG0002476	CA02g08680	Solyc02T001004.1
OG0002476	CA02g28550, CA02g28700	Solyc03T001155.1
OG0002477	CA07g14280, CA07g14230, CA07g14290, CA07g14260	Solyc07T002092.1
OG0002477	CA12g15660	Solyc12T002355.1
OG0002477	CA12g18900	Solyc12T002568.1
OG0002478	CA03g19720, CA03g19730	Solyc03T001760.1
OG0002478	CA00g84030	Solyc08T002497.1
OG0002479	CA07g01280	Solyc12T000452.1, Solyc07T000111.1
OG0002480	CA01g10680	Solyc01T002569.1
OG0002481	CA04g19210	Solyc04T002708.1, Solyc10T001183.1
OG0002481	CA03g26530	Solyc03T002529.1
OG0002481	CA08g17490	Solyc01T004039.1
OG0002482	CA08g02420	Solyc08T000594.1
OG0002482	CA02g11370	Solyc02T001234.1
OG0002483	CA00g31240	Solyc08T001189.1
OG0002484	CA03g12740	Solyc03T002053.1, Solyc03T002061.1, Solyc03T002059.1, Solyc03T002063.2, Solyc03T002062.1, Solyc03T002058.1, Solyc03T002060.1, Solyc03T002056.1, Solyc03T002072.1, Solyc03T002074.1
OG0002485	CA02g26460	Solyc02T002511.1
OG0002485	CA02g26480	Solyc02T002510.1
OG0002485	CA04g09830	Solyc03T000916.1
OG0002485	CA02g08050	Solyc02T000933.6
OG0002486	CA08g17850	Solyc01T004074.1
OG0002486	CA08g17860	Solyc01T004076.1
OG0002487	CA03g22650	Solyc03T002226.1
OG0002487	CA11g10580	Solyc05T001428.1
OG0002488	CA05g16360	Solyc05T002418.2
OG0002488	CA10g04120	Solyc07T001081.1
OG0002488	CA10g14430	Solyc10T002767.1
OG0002489	CA00g68610	Solyc07T002284.3
OG0002489	CA02g12990	Solyc02T001331.1
OG0002489	CA00g71750	Solyc03T000090.1
OG0002490	CA05g13660	Solyc03T001580.1, Solyc05T002273.1
OG0002490	CA01g27210	Solyc01T002550.2
OG0002491	CA12g02340, CA01g27870, CA09g17960	Solyc05T001028.1, Solyc05T001027.1
OG0002491	CA07g09750	Solyc07T000539.1
OG0002492	CA05g14820	Solyc03T002084.1
OG0002492	CA05g14810	Solyc03T002087.1
OG0002493	CA08g15500	Solyc10T001271.1, Solyc01T003712.1
OG0002493	CA04g14890	Solyc04T002255.1
OG0002494	CA02g30660	Solyc02T002914.1
OG0002494	CA02g09120	Solyc02T001057.1
OG0002496	CA04g19150	Solyc04T002704.1
OG0002496	CA08g17450	Solyc10T001636.1, Solyc01T004044.1
OG0002497	CA06g06950	Solyc06T000957.1
OG0002499	CA00g57900	Solyc09T000475.1
OG0002499	CA00g46670, CA02g28790	Solyc02T002329.1
OG0002500	CA00g44690, CA10g03360	Solyc09T000154.1
OG0002501	CA00g73590	Solyc10T000814.1, Solyc01T003620.1
OG0002503	CA02g02700, CA02g19240	Solyc02T001831.2
OG0002504	CA07g03240	Solyc07T000255.1, Solyc03T002550.1
OG0002505	CA01g12520	Solyc01T001499.4
OG0002505	CA06g19690	Solyc06T001990.1
OG0002506	CA05g13290	Solyc05T002297.3
OG0002507	CA02g01000	PRAM_25866.1.p1, PRAM_25864.1.p1
OG0002507	CA02g28000	Solyc02T002401.1
OG0002508	CA02g23110	Solyc02T002181.1
OG0002509	CA02g30190	Solyc02T002865.1
OG0002509	CA06g21640	Solyc06T002161.1
OG0002510	CA11g01910	Solyc05T000898.1
OG0002511	CA01g28930	Solyc08T000432.1
OG0002511	CA06g08130	Solyc06T001107.1
OG0002512	CA01g08970, CA00g00920, CA03g32980, CA07g08650, CA00g80130, CA01g32910	Solyc05T002642.1, Solyc11T000176.1
OG0002513	CA07g07640, CA09g17280	Solyc12T000347.1
OG0002514	CA06g12640	Solyc06T001348.1
OG0002514	CA01g33770	Solyc08T000224.1
OG0002514	CA01g06290	Solyc08T002087.1
OG0002515	CA01g07160	Solyc08T000010.1, Solyc08T001974.1
OG0002516	CA03g27900	Solyc03T002591.2
OG0002517	CA01g09040	Solyc08T001806.1
OG0002518	CA11g05820	Solyc05T000183.1
OG0002518	CA01g16120	Solyc01T000467.1
OG0002520	CA00g84320	Solyc04T002628.1
OG0002520	CA11g07460	Solyc05T000075.1
OG0002521	CA02g19200, CA02g19210, CA02g19220, CA02g05440	Solyc02T000768.1, Solyc02T000767.1, Solyc02T000766.1, Solyc02T000770.1
OG0002522	CA10g02280	Solyc10T000284.1
OG0002522	CA07g15420	Solyc07T002331.1
OG0002522	CA05g10500	Solyc04T000883.1
OG0002523	CA02g23010, CA02g23000	Solyc02T000782.1, Solyc02T000781.1, Solyc02T002173.1
OG0002524	CA09g01480	Solyc10T002836.1, Solyc09T000300.2
OG0002525	CA10g22160	Solyc10T002216.1
OG0002525	CA07g10180, CA02g05290	Solyc04T000028.1
OG0002526	CA04g21740	Solyc04T002899.1
OG0002526	CA00g26970	Solyc10T000947.1, Solyc10T000924.1
OG0002526	CA02g21710, CA04g05750	Solyc03T000578.1
OG0002527	CA06g06660	Solyc06T000692.1
OG0002527	CA08g06910	Solyc10T000589.1, Solyc01T002821.1
OG0002528	CA02g05330	Solyc02T000777.1
OG0002528	CA02g22970	Solyc02T002170.1
OG0002529	CA08g05140	Solyc08T001402.1
OG0002529	CA09g16470	Solyc12T000261.1, Solyc02T000452.1
OG0002531	CA01g03580	Solyc08T002275.1
OG0002531	CA01g19440	Solyc10T000596.1, Solyc01T002778.1
OG0002533	CA04g07290	Solyc03T000630.1
OG0002533	CA02g22430	Solyc02T002126.1
OG0002534	CA02g26220	Solyc02T000923.1
OG0002535	CA04g06860	Solyc03T000598.1
OG0002535	CA04g06850	Solyc03T000597.1
OG0002535	CA02g22040, CA02g22030, CA02g22020	Solyc02T002097.1
OG0002536	CA03g20710, CA06g21360	Solyc08T000045.1
OG0002537	CA11g09300, CA01g20660, CA07g05380	Solyc00T000023.1
OG0002538	CA11g02380	Solyc05T000580.1
OG0002538	CA05g12410	Solyc04T000023.1
OG0002538	CA02g26760	Solyc03T000937.1, Solyc02T002490.1
OG0002539	CA11g03420, CA01g16330	Solyc01T000452.1, Solyc05T000661.1
OG0002539	CA03g28700	Solyc03T002773.1
OG0002540	CA03g07050	Solyc10T001143.2, Solyc09T002384.1, Solyc09T002380.1, Solyc09T002379.1, Solyc09T002378.1
OG0002541	CA11g02250	Solyc04T000020.1, Solyc05T000553.2
OG0002541	CA03g29060	Solyc03T002725.1
OG0002542	CA08g13520	Solyc01T003471.1, Solyc01T003469.1
OG0002542	CA06g24620	Solyc06T002451.1
OG0002543	CA03g17110	Solyc03T000207.1
OG0002543	CA01g03950	Solyc08T002246.1
OG0002544	CA02g24910	Solyc02T002799.1
OG0002545	CA11g10960	Solyc01T003884.1, Solyc11T001549.1
OG0002546	CA07g19610, CA07g20920	Solyc07T002774.1
OG0002546	CA07g19600	Solyc12T002097.1
OG0002547	CA04g20840, CA04g20850	Solyc04T002819.1
OG0002548	CA05g13580	PRAM_46974.1.p1, Solyc05T002271.1
OG0002548	CA04g09100	Solyc04T002316.1
OG0002549	CA04g11740	Solyc03T000956.1
OG0002550	CA00g36720, CA08g16170, CA08g16180	Solyc01T003775.1
OG0002551	CA01g31520	Solyc01T003855.1
OG0002551	CA00g88920	Solyc04T002501.1
OG0002552	CA12g16890	Solyc12T002421.1, Solyc07T001089.1, Solyc05T001893.1, Solyc08T000537.1
OG0002552	CA04g18790	Solyc07T000974.1, Solyc04T002674.1
OG0002553	CA04g08990	Solyc04T002309.1
OG0002553	CA00g53700	Solyc12T002314.1
OG0002553	CA00g40910, CA12g16450	Solyc12T002406.1
OG0002554	CA00g75200	Solyc03T002421.1
OG0002554	CA06g20510, CA06g20470, CA06g20440	Solyc06T002048.1
OG0002554	CA03g24170	Solyc03T002375.1
OG0002555	CA06g05400	Solyc06T000089.1
OG0002555	CA12g00160	Solyc05T002751.1
OG0002555	CA06g11410	Solyc06T001289.1, Solyc07T000925.1, Solyc07T000922.1
OG0002556	CA04g22850	Solyc06T000982.1, Solyc04T002995.1
OG0002557	CA00g62250	Solyc04T002405.1
OG0002558	CA09g18320	Solyc07T000053.1, Solyc01T000518.1, Solyc04T000058.1, Solyc12T000409.1
OG0002558	CA03g29710	Solyc03T002838.1
OG0002559	CA04g07000	Solyc03T000587.1
OG0002559	CA00g89770, CA00g89760, CA03g33460	Solyc02T002054.1
OG0002560	CA00g92950, CA00g74220	Solyc12T000310.1
OG0002561	CA12g17970	Solyc12T002490.1
OG0002561	CA12g17890	Solyc12T002489.1
OG0002561	CA04g22480	Solyc04T002963.1
OG0002562	CA01g21150, CA05g04440	Solyc08T001356.2, Solyc08T001354.1
OG0002564	CA01g33950	Solyc08T000238.1
OG0002564	CA01g33940	Solyc08T000240.1
OG0002565	CA10g01430	Solyc10T000125.1
OG0002565	CA07g19020	Solyc07T002627.1
OG0002566	CA12g00390	Solyc11T000657.1
OG0002566	CA12g01120	Solyc11T000600.1
OG0002567	CA01g24980	Solyc01T002230.1
OG0002567	CA00g97280, CA00g47440	Solyc01T002220.1
OG0002567	CA00g47480	Solyc01T002219.1
OG0002568	CA02g08040	Solyc02T000932.1
OG0002569	CA03g11240	Solyc12T000989.1
OG0002570	CA09g01960	Solyc09T000229.1
OG0002571	CA03g13010	Solyc12T000694.1, Solyc10T000117.1, Solyc10T000119.1
OG0002572	CA07g11020	Solyc07T001783.1
OG0002573	CA01g16690	Solyc07T001540.1, Solyc01T001735.1
OG0002573	CA05g18380	Solyc05T002555.1
OG0002574	CA07g20770	Solyc07T002760.1
OG0002574	CA10g01150	Solyc10T000092.1
OG0002575	CA07g09250	Solyc06T001472.1, Solyc07T000398.1
OG0002576	CA04g19880	Solyc04T002746.1
OG0002576	CA02g26240	PRAM_26334.1.p1, PRAM_26331.1.p1
OG0002577	CA06g12230	Solyc08T000256.1, Solyc06T001312.1
OG0002577	CA05g10810	Solyc05T002205.1
OG0002578	CA02g05610, CA12g13870, CA00g25290, CA04g09330, CA01g18000, CA02g14610	Solyc02T002828.1
OG0002579	CA04g04480	Solyc03T000514.1
OG0002579	CA00g94690, CA02g05800	Solyc02T000601.1
OG0002579	CA00g65350	Solyc02T001890.1
OG0002580	CA10g10060	Solyc10T000972.1
OG0002580	CA01g05930	Solyc08T002107.1, Solyc06T001702.1
OG0002581	CA02g18560	Solyc02T001755.1
OG0002581	CA02g06300	Solyc02T001754.1
OG0002582	CA05g14390	Solyc05T002279.1
OG0002582	CA12g00100	Solyc05T001555.1
OG0002583	CA10g10680	Solyc09T000884.1
OG0002583	CA00g95350	Solyc06T002578.1
OG0002584	CA03g27670	Solyc03T002613.2
OG0002584	CA11g06150	Solyc05T000158.1
OG0002584	CA05g09130	Solyc04T000019.1
OG0002585	CA01g09020, CA10g10010	Solyc08T001764.1
OG0002585	CA08g06350, CA01g30360, CA05g11990, CA00g75230, CA01g16550	Solyc12T001203.1, Solyc10T001954.1, Solyc12T001142.1, Solyc03T001517.1
OG0002587	CA06g27100, CA06g27090	Solyc06T002740.1
OG0002587	CA09g10890	Solyc09T001968.1
OG0002588	CA03g12850	Solyc03T001330.1
OG0002588	CA10g20500	Solyc10T002303.1
OG0002590	CA11g20090	Solyc11T002366.2, Solyc11T002365.1
OG0002591	CA10g09500	Solyc10T001097.2
OG0002591	CA05g20300, CA00g96410	Solyc03T001178.6
OG0002592	CA01g11590	Solyc01T000827.1, Solyc01T000088.1
OG0002592	CA00g73410	Solyc01T003642.1
OG0002592	CA02g03360	Solyc07T001848.1
OG0002593	CA02g09130	Solyc02T001058.2
OG0002593	CA00g82010	Solyc03T000003.1
OG0002593	CA02g30710	Solyc02T002922.1
OG0002594	CA08g07870, CA08g07860	Solyc01T002902.1
OG0002595	CA00g83660	Solyc02T002242.1
OG0002595	CA01g23460	Solyc01T002110.1
OG0002596	CA11g13860, CA06g11770, CA00g95090	Solyc11T000894.1
OG0002597	CA04g20990, CA04g21000	Solyc04T002829.1
OG0002598	CA00g54100	Solyc11T000121.1
OG0002598	CA05g03710	Solyc04T000353.1
OG0002599	CA00g78340	Solyc10T002386.1
OG0002599	CA05g00560	Solyc04T000703.1
OG0002599	CA10g20300	Solyc10T002317.1
OG0002600	CA04g21700, CA12g19430	Solyc04T002897.1
OG0002601	CA11g11670	Solyc05T000827.1
OG0002602	CA02g31200	Solyc02T002969.3
OG0002603	CA10g12820	Solyc10T002847.1
