Orthogroup	Capsicum_anuum	Arachis_hypogaea
OG0005100	CA09g13120	arahy.Tifrunner.gnm1.ann1.3CLR9I.1, arahy.Tifrunner.gnm1.ann1.B1NQ7W.1
OG0005101	CA10g01520	arahy.Tifrunner.gnm1.ann1.LNW2E9.1, arahy.Tifrunner.gnm1.ann1.NJK3G3.1, arahy.Tifrunner.gnm1.ann1.5XLE41.1, arahy.Tifrunner.gnm1.ann1.GD4ZSB.2
OG0005102	CA12g22890	arahy.Tifrunner.gnm1.ann1.EVE7SV.1, arahy.Tifrunner.gnm1.ann1.K7P4IE.1
OG0005103	CA01g21020	arahy.Tifrunner.gnm1.ann1.85YNT0.1, arahy.Tifrunner.gnm1.ann1.UQ43TE.1
OG0005104	CA05g12770, CA11g17940, CA00g82200	arahy.Tifrunner.gnm1.ann1.EX28K6.4, arahy.Tifrunner.gnm1.ann1.XKH52J.2, arahy.Tifrunner.gnm1.ann1.LC1BIY.1, arahy.Tifrunner.gnm1.ann1.423KP5.1
OG0005106	CA03g31340	arahy.Tifrunner.gnm1.ann1.31D2RV.1, arahy.Tifrunner.gnm1.ann1.33WSUR.1, arahy.Tifrunner.gnm1.ann1.P6GRAY.1, arahy.Tifrunner.gnm1.ann1.4TKD14.1
OG0005107	CA07g21170	arahy.Tifrunner.gnm1.ann1.36F1KB.1, arahy.Tifrunner.gnm1.ann1.YZ7E83.1
OG0005108	CA07g13840, CA10g00480	arahy.Tifrunner.gnm1.ann1.2W1XFU.1, arahy.Tifrunner.gnm1.ann1.S4AEC7.1, arahy.Tifrunner.gnm1.ann1.9Z13IR.1
OG0005109	CA06g17050, CA03g31650	arahy.Tifrunner.gnm1.ann1.5SAJ1T.1, arahy.Tifrunner.gnm1.ann1.D7QLLZ.1
OG0005111	CA08g09670	arahy.Tifrunner.gnm1.ann1.7Y8XE1.1, arahy.Tifrunner.gnm1.ann1.RJ91AH.1
OG0005112	CA07g15740	arahy.Tifrunner.gnm1.ann1.PV2JBQ.1, arahy.Tifrunner.gnm1.ann1.HGAE8N.1
OG0005113	CA06g13850	arahy.Tifrunner.gnm1.ann1.TMN1XJ.1, arahy.Tifrunner.gnm1.ann1.6NG7WF.1, arahy.Tifrunner.gnm1.ann1.RPVQ4I.2, arahy.Tifrunner.gnm1.ann1.RX6B2U.1, arahy.Tifrunner.gnm1.ann1.D0K4TI.1, arahy.Tifrunner.gnm1.ann1.XG0Z4E.1
OG0005114	CA02g10400	arahy.Tifrunner.gnm1.ann1.CE4N6Q.1, arahy.Tifrunner.gnm1.ann1.8SJW9U.2, arahy.Tifrunner.gnm1.ann1.M6CJ98.1, arahy.Tifrunner.gnm1.ann1.S6GYJN.1
OG0005115	CA03g34850	arahy.Tifrunner.gnm1.ann1.Z74RH1.1, arahy.Tifrunner.gnm1.ann1.ZASQ2Z.1
OG0005118	CA00g31260	arahy.Tifrunner.gnm1.ann1.CJP1WL.1, arahy.Tifrunner.gnm1.ann1.718LXG.1
OG0005119	CA11g14330, CA06g23610	arahy.Tifrunner.gnm1.ann1.0ZGE19.1, arahy.Tifrunner.gnm1.ann1.LZE6LN.1, arahy.Tifrunner.gnm1.ann1.JZ8XUN.1, arahy.Tifrunner.gnm1.ann1.AUDB51.1
OG0005120	CA11g13330, CA11g13320	arahy.Tifrunner.gnm1.ann1.Q700U9.1, arahy.Tifrunner.gnm1.ann1.G1I4C8.1
OG0005121	CA11g16360, CA06g22980	arahy.Tifrunner.gnm1.ann1.J24RTT.2, arahy.Tifrunner.gnm1.ann1.28N5NC.1, arahy.Tifrunner.gnm1.ann1.HRMJ8R.1, arahy.Tifrunner.gnm1.ann1.HVGJ4H.1
OG0005122	CA03g21930	arahy.Tifrunner.gnm1.ann1.9NYV5L.1, arahy.Tifrunner.gnm1.ann1.GD0HFB.1
OG0005123	CA06g14190	arahy.Tifrunner.gnm1.ann1.CM6PIJ.2, arahy.Tifrunner.gnm1.ann1.DPIX5V.1, arahy.Tifrunner.gnm1.ann1.D7T295.1, arahy.Tifrunner.gnm1.ann1.I2WYER.1
OG0005124	CA09g07940	arahy.Tifrunner.gnm1.ann1.RXP99Y.1, arahy.Tifrunner.gnm1.ann1.36GBYI.1
OG0005125	CA03g35520, CA06g15990	arahy.Tifrunner.gnm1.ann1.TTHG3F.1, arahy.Tifrunner.gnm1.ann1.ZW77VX.1
OG0005126	CA11g13420, CA04g03640, CA06g03920	arahy.Tifrunner.gnm1.ann1.6E5JYA.1, arahy.Tifrunner.gnm1.ann1.S371Q2.1, arahy.Tifrunner.gnm1.ann1.13MW22.1, arahy.Tifrunner.gnm1.ann1.J9PDVA.1
OG0005127	CA10g05220, CA02g19650	arahy.Tifrunner.gnm1.ann1.EA09C8.2, arahy.Tifrunner.gnm1.ann1.15A7AE.2
OG0005129	CA03g09170	arahy.Tifrunner.gnm1.ann1.L6Y1E3.1, arahy.Tifrunner.gnm1.ann1.TJRY6P.1, arahy.Tifrunner.gnm1.ann1.6HBC95.1, arahy.Tifrunner.gnm1.ann1.E19P6N.1
OG0005130	CA11g09410	arahy.Tifrunner.gnm1.ann1.1WG5JX.1, arahy.Tifrunner.gnm1.ann1.ET71SI.1
OG0005131	CA00g95130, CA01g18540, CA10g12330, CA00g95120	arahy.Tifrunner.gnm1.ann1.4G1GU7.2, arahy.Tifrunner.gnm1.ann1.8L40SG.1
OG0005132	CA11g09940	arahy.Tifrunner.gnm1.ann1.SMM6ZV.1, arahy.Tifrunner.gnm1.ann1.EPQ3BP.1, arahy.Tifrunner.gnm1.ann1.R03J4Q.1, arahy.Tifrunner.gnm1.ann1.YJX7RI.1
OG0005133	CA02g26350	arahy.Tifrunner.gnm1.ann1.I9FULJ.1
OG0005134	CA11g18150	arahy.Tifrunner.gnm1.ann1.58BRV0.1, arahy.Tifrunner.gnm1.ann1.1GBZ2D.1, arahy.Tifrunner.gnm1.ann1.NPC14S.1, arahy.Tifrunner.gnm1.ann1.HRUQ2D.1
OG0005135	CA11g18290	arahy.Tifrunner.gnm1.ann1.A62ARJ.1, arahy.Tifrunner.gnm1.ann1.62L8X5.1, arahy.Tifrunner.gnm1.ann1.KRI533.1, arahy.Tifrunner.gnm1.ann1.9K9ZRS.2, arahy.Tifrunner.gnm1.ann1.00K3B7.2
OG0005136	CA11g17510, CA06g23170	arahy.Tifrunner.gnm1.ann1.S740RW.1, arahy.Tifrunner.gnm1.ann1.M99YM4.1, arahy.Tifrunner.gnm1.ann1.IBK94M.1, arahy.Tifrunner.gnm1.ann1.A0MYZQ.1
OG0005137	CA01g21910	arahy.Tifrunner.gnm1.ann1.FL4BP3.1, arahy.Tifrunner.gnm1.ann1.8V97K8.1
OG0005138	CA06g21700	arahy.Tifrunner.gnm1.ann1.1HI5HP.1, arahy.Tifrunner.gnm1.ann1.982DXJ.1, arahy.Tifrunner.gnm1.ann1.CA0DYB.1
OG0005139	CA11g17870	arahy.Tifrunner.gnm1.ann1.PN7A9Z.1, arahy.Tifrunner.gnm1.ann1.533Y7U.1, arahy.Tifrunner.gnm1.ann1.MMVL4X.1
OG0005140	CA01g03090	arahy.Tifrunner.gnm1.ann1.400YCD.1, arahy.Tifrunner.gnm1.ann1.N9UBX8.1, arahy.Tifrunner.gnm1.ann1.AR860A.1, arahy.Tifrunner.gnm1.ann1.5F49BD.1, arahy.Tifrunner.gnm1.ann1.FWV18L.1, arahy.Tifrunner.gnm1.ann1.GL0HPP.1
OG0005141	CA07g04390	arahy.Tifrunner.gnm1.ann1.575TC2.1, arahy.Tifrunner.gnm1.ann1.5J8GGS.1, arahy.Tifrunner.gnm1.ann1.05MP60.1
OG0005143	CA08g08870	arahy.Tifrunner.gnm1.ann1.IH9SIN.1, arahy.Tifrunner.gnm1.ann1.JJV6C7.1, arahy.Tifrunner.gnm1.ann1.KM6XVV.1, arahy.Tifrunner.gnm1.ann1.FG3TV9.1
OG0005144	CA02g15330	arahy.Tifrunner.gnm1.ann1.HAAQ2S.1, arahy.Tifrunner.gnm1.ann1.P6WC9A.1, arahy.Tifrunner.gnm1.ann1.WNY35T.1, arahy.Tifrunner.gnm1.ann1.GGHZ4P.1, arahy.Tifrunner.gnm1.ann1.V3SB4F.1
OG0005145	CA11g19680	arahy.Tifrunner.gnm1.ann1.0LE775.1, arahy.Tifrunner.gnm1.ann1.AZZ9A8.2
OG0005146	CA06g23510, CA00g88600, CA11g18900	arahy.Tifrunner.gnm1.ann1.P7YJ1Q.1, arahy.Tifrunner.gnm1.ann1.W5QVW0.1
OG0005147	CA06g16680, CA03g34280	arahy.Tifrunner.gnm1.ann1.WHU514.1, arahy.Tifrunner.gnm1.ann1.II54QP.1
OG0005148	CA07g07200	arahy.Tifrunner.gnm1.ann1.9V4S2E.1, arahy.Tifrunner.gnm1.ann1.FJQ0HN.1, arahy.Tifrunner.gnm1.ann1.EGZ2QM.1, arahy.Tifrunner.gnm1.ann1.048XCA.1
OG0005149	CA07g17820	arahy.Tifrunner.gnm1.ann1.R761X6.1, arahy.Tifrunner.gnm1.ann1.7PU9A6.1, arahy.Tifrunner.gnm1.ann1.XKDE21.1
OG0005150	CA07g14400, CA10g02900	arahy.Tifrunner.gnm1.ann1.A9PKKK.1, arahy.Tifrunner.gnm1.ann1.SI8X9Q.1, arahy.Tifrunner.gnm1.ann1.18QESW.1, arahy.Tifrunner.gnm1.ann1.T9R3PD.1
OG0005151	CA00g83200, CA07g19490	arahy.Tifrunner.gnm1.ann1.W1GN2M.1, arahy.Tifrunner.gnm1.ann1.LR1R6N.1
OG0005152	CA03g24610	arahy.Tifrunner.gnm1.ann1.N42VFA.1, arahy.Tifrunner.gnm1.ann1.C8GL8Z.1, arahy.Tifrunner.gnm1.ann1.5BLU0Q.1, arahy.Tifrunner.gnm1.ann1.H9YH0C.1
OG0005155	CA02g27710	arahy.Tifrunner.gnm1.ann1.56XWA4.1
OG0005156	CA02g00620	arahy.Tifrunner.gnm1.ann1.5I1UYP.1, arahy.Tifrunner.gnm1.ann1.TCI6JY.1, arahy.Tifrunner.gnm1.ann1.VLPH3H.1
OG0005156	CA11g20280	arahy.Tifrunner.gnm1.ann1.H9K284.1, arahy.Tifrunner.gnm1.ann1.IE4XF6.1
OG0005157	CA04g08800	arahy.Tifrunner.gnm1.ann1.Z56S5U.1, arahy.Tifrunner.gnm1.ann1.PRYL24.1
OG0005158	CA08g15850	arahy.Tifrunner.gnm1.ann1.2HEE5R.1, arahy.Tifrunner.gnm1.ann1.Y5SFGR.1, arahy.Tifrunner.gnm1.ann1.QLB2P0.1, arahy.Tifrunner.gnm1.ann1.1IX1EK.1
OG0005159	CA08g03560	arahy.Tifrunner.gnm1.ann1.L9LT8B.1, arahy.Tifrunner.gnm1.ann1.R434E2.1, arahy.Tifrunner.gnm1.ann1.4U54KW.1, arahy.Tifrunner.gnm1.ann1.GD18YF.1
OG0005160	CA11g10570	arahy.Tifrunner.gnm1.ann1.E0YEAW.1, arahy.Tifrunner.gnm1.ann1.C2XCQ2.1, arahy.Tifrunner.gnm1.ann1.PT8LN6.1, arahy.Tifrunner.gnm1.ann1.MM015B.1, arahy.Tifrunner.gnm1.ann1.7Y4SN4.1, arahy.Tifrunner.gnm1.ann1.3FY9NR.1
OG0005161	CA01g01310	arahy.Tifrunner.gnm1.ann1.Y783I6.1, arahy.Tifrunner.gnm1.ann1.1D56YB.1
OG0005163	CA03g15740	arahy.Tifrunner.gnm1.ann1.EHKS3S.1, arahy.Tifrunner.gnm1.ann1.11333K.1, arahy.Tifrunner.gnm1.ann1.WXBJ4D.1
OG0005164	CA00g32440	arahy.Tifrunner.gnm1.ann1.W5WKZB.1, arahy.Tifrunner.gnm1.ann1.0EJ6SU.1
OG0005165	CA08g18560	arahy.Tifrunner.gnm1.ann1.53VILX.1, arahy.Tifrunner.gnm1.ann1.SA4SRM.1, arahy.Tifrunner.gnm1.ann1.NG5KDE.1, arahy.Tifrunner.gnm1.ann1.NCS46Q.1, arahy.Tifrunner.gnm1.ann1.BV32DL.1, arahy.Tifrunner.gnm1.ann1.VS3LYX.2
OG0005166	CA02g03790	arahy.Tifrunner.gnm1.ann1.1HI7LS.1, arahy.Tifrunner.gnm1.ann1.3PEX26.1, arahy.Tifrunner.gnm1.ann1.PB28GJ.3, arahy.Tifrunner.gnm1.ann1.M2YCYK.1, arahy.Tifrunner.gnm1.ann1.C4PR70.1, arahy.Tifrunner.gnm1.ann1.GZ47R7.1
OG0005167	CA11g08250	arahy.Tifrunner.gnm1.ann1.P43H24.1, arahy.Tifrunner.gnm1.ann1.3N6FKX.1
OG0005167	CA02g29510	arahy.Tifrunner.gnm1.ann1.L7KCN6.1
OG0005168	CA04g07540, CA01g15570	arahy.Tifrunner.gnm1.ann1.YJ6L74.1, arahy.Tifrunner.gnm1.ann1.I6CLRS.1
OG0005168	CA01g26020, CA02g17600	arahy.Tifrunner.gnm1.ann1.EHS3F0.1
OG0005169	CA12g09290	arahy.Tifrunner.gnm1.ann1.GYR78M.1, arahy.Tifrunner.gnm1.ann1.S3AGI0.1
OG0005170	CA05g11710	arahy.Tifrunner.gnm1.ann1.CZS8FP.1, arahy.Tifrunner.gnm1.ann1.VF7QK5.1
OG0005171	CA12g22910	arahy.Tifrunner.gnm1.ann1.GHI7N6.1, arahy.Tifrunner.gnm1.ann1.VB8JJE.1
OG0005172	CA08g04380	arahy.Tifrunner.gnm1.ann1.9V8GBM.1, arahy.Tifrunner.gnm1.ann1.EDFF2E.1, arahy.Tifrunner.gnm1.ann1.SKC4TM.2, arahy.Tifrunner.gnm1.ann1.DA38EV.1
OG0005173	CA07g13340, CA10g03440	arahy.Tifrunner.gnm1.ann1.B6W742.1, arahy.Tifrunner.gnm1.ann1.EK8XNT.1, arahy.Tifrunner.gnm1.ann1.CVYZ1N.1, arahy.Tifrunner.gnm1.ann1.R2A86L.1
OG0005174	CA03g20720	arahy.Tifrunner.gnm1.ann1.C27XEM.1, arahy.Tifrunner.gnm1.ann1.QNZF80.1, arahy.Tifrunner.gnm1.ann1.VUM9KL.1, arahy.Tifrunner.gnm1.ann1.QIP5TL.1
OG0005175	CA06g28350	arahy.Tifrunner.gnm1.ann1.KSX4DU.2, arahy.Tifrunner.gnm1.ann1.EPIB7I.1
OG0005177	CA12g17260	arahy.Tifrunner.gnm1.ann1.N94XAP.1, arahy.Tifrunner.gnm1.ann1.APL3GL.1, arahy.Tifrunner.gnm1.ann1.P2WCGJ.1, arahy.Tifrunner.gnm1.ann1.Y0EE8X.1
OG0005179	CA09g16460, CA00g95460	arahy.Tifrunner.gnm1.ann1.1X3G68.1, arahy.Tifrunner.gnm1.ann1.KIU7DS.1, arahy.Tifrunner.gnm1.ann1.UV3YSF.3
OG0005180	CA00g53910, CA08g15530	arahy.Tifrunner.gnm1.ann1.7W2D79.1, arahy.Tifrunner.gnm1.ann1.PF0WST.1, arahy.Tifrunner.gnm1.ann1.VY6T3Y.1, arahy.Tifrunner.gnm1.ann1.3V4SEB.2, arahy.Tifrunner.gnm1.ann1.PI996E.1, arahy.Tifrunner.gnm1.ann1.282MDX.1, arahy.Tifrunner.gnm1.ann1.UVCD4T.1
OG0005181	CA06g23360, CA11g18540	arahy.Tifrunner.gnm1.ann1.DSMN0K.1, arahy.Tifrunner.gnm1.ann1.53PLGZ.2, arahy.Tifrunner.gnm1.ann1.BYIB55.1, arahy.Tifrunner.gnm1.ann1.EI6HBJ.1
OG0005182	CA12g16130, CA04g18140	arahy.Tifrunner.gnm1.ann1.E3G1QY.3, arahy.Tifrunner.gnm1.ann1.3AB2AC.3, arahy.Tifrunner.gnm1.ann1.2XRJ77.1, arahy.Tifrunner.gnm1.ann1.J5HH0A.1
OG0005183	CA09g17720	arahy.Tifrunner.gnm1.ann1.XH5ZLH.1, arahy.Tifrunner.gnm1.ann1.R1FZ8C.1
OG0005184	CA02g19120	arahy.Tifrunner.gnm1.ann1.GLQ3B3.1, arahy.Tifrunner.gnm1.ann1.AGE02H.1
OG0005186	CA03g22160	arahy.Tifrunner.gnm1.ann1.8P6R80.1, arahy.Tifrunner.gnm1.ann1.56UDE7.1
OG0005187	CA11g09150	arahy.Tifrunner.gnm1.ann1.IBMY13.3, arahy.Tifrunner.gnm1.ann1.64K373.2, arahy.Tifrunner.gnm1.ann1.71SUTF.1, arahy.Tifrunner.gnm1.ann1.JPV4T4.1, arahy.Tifrunner.gnm1.ann1.JN5IRZ.1, arahy.Tifrunner.gnm1.ann1.Q2YU6P.1, arahy.Tifrunner.gnm1.ann1.C8R5TR.1
OG0005188	CA11g18250	arahy.Tifrunner.gnm1.ann1.489L6Z.1, arahy.Tifrunner.gnm1.ann1.CF9NWX.1, arahy.Tifrunner.gnm1.ann1.E6T32I.1, arahy.Tifrunner.gnm1.ann1.Z70S0B.1
OG0005189	CA03g18620	arahy.Tifrunner.gnm1.ann1.3GQW45.1, arahy.Tifrunner.gnm1.ann1.KY2C7R.2, arahy.Tifrunner.gnm1.ann1.P8PJJY.1, arahy.Tifrunner.gnm1.ann1.8L1G2M.1, arahy.Tifrunner.gnm1.ann1.FGM9QK.1, arahy.Tifrunner.gnm1.ann1.4A0KTI.1
OG0005190	CA10g02800	arahy.Tifrunner.gnm1.ann1.C7HVNL.1, arahy.Tifrunner.gnm1.ann1.JX5WJ5.1
OG0005191	CA00g86390	arahy.Tifrunner.gnm1.ann1.A1L0XC.1, arahy.Tifrunner.gnm1.ann1.XMAM92.1, arahy.Tifrunner.gnm1.ann1.1BPS4M.1, arahy.Tifrunner.gnm1.ann1.41MGIJ.1
OG0005192	CA03g22870	arahy.Tifrunner.gnm1.ann1.6C0LG0.1, arahy.Tifrunner.gnm1.ann1.8GB1FD.1, arahy.Tifrunner.gnm1.ann1.R9FD0N.1, arahy.Tifrunner.gnm1.ann1.CDT3L9.1
OG0005193	CA06g09050, CA03g20110	arahy.Tifrunner.gnm1.ann1.QE5WJZ.1, arahy.Tifrunner.gnm1.ann1.0YC2K0.1, arahy.Tifrunner.gnm1.ann1.4S3PH7.1
OG0005194	CA00g71790	arahy.Tifrunner.gnm1.ann1.IV01VU.1, arahy.Tifrunner.gnm1.ann1.32YSVZ.1
OG0005195	CA02g04240, CA10g03920	arahy.Tifrunner.gnm1.ann1.YBER36.2, arahy.Tifrunner.gnm1.ann1.L7J8I4.1
OG0005196	CA00g06700, CA03g13750	arahy.Tifrunner.gnm1.ann1.W674VD.1, arahy.Tifrunner.gnm1.ann1.DLQL5C.1, arahy.Tifrunner.gnm1.ann1.I9S39B.1, arahy.Tifrunner.gnm1.ann1.YDJ0SS.1
OG0005197	CA04g12900	arahy.Tifrunner.gnm1.ann1.XGK89K.1, arahy.Tifrunner.gnm1.ann1.N5E9VC.1, arahy.Tifrunner.gnm1.ann1.F8268P.1, arahy.Tifrunner.gnm1.ann1.KA6U9V.1
OG0005198	CA12g19150, CA02g10640	arahy.Tifrunner.gnm1.ann1.LN3ISC.1, arahy.Tifrunner.gnm1.ann1.9MR3LL.1
OG0005199	CA10g03570	arahy.Tifrunner.gnm1.ann1.C6FW5S.1, arahy.Tifrunner.gnm1.ann1.43ZBCD.1, arahy.Tifrunner.gnm1.ann1.RY5XZD.1, arahy.Tifrunner.gnm1.ann1.29DNDL.1
OG0005200	CA09g16600	arahy.Tifrunner.gnm1.ann1.12KUQJ.1, arahy.Tifrunner.gnm1.ann1.7WH0ZP.1
OG0005201	CA11g18230	arahy.Tifrunner.gnm1.ann1.WVT6Y2.1, arahy.Tifrunner.gnm1.ann1.Z34153.1
OG0005202	CA00g61560, CA08g01600	arahy.Tifrunner.gnm1.ann1.WXT72M.1, arahy.Tifrunner.gnm1.ann1.WG39WK.1
OG0005203	CA03g12390, CA03g12380, CA05g14370	arahy.Tifrunner.gnm1.ann1.KJW9ZT.1, arahy.Tifrunner.gnm1.ann1.02BAGQ.1
OG0005204	CA09g12860	arahy.Tifrunner.gnm1.ann1.R3FDKV.1
OG0005205	CA05g01990	arahy.Tifrunner.gnm1.ann1.4I9AI1.1, arahy.Tifrunner.gnm1.ann1.BLG1SA.1
OG0005206	CA08g19310	arahy.Tifrunner.gnm1.ann1.MYG8AI.1, arahy.Tifrunner.gnm1.ann1.880YTL.1
OG0005207	CA12g07930	arahy.Tifrunner.gnm1.ann1.GI519K.2, arahy.Tifrunner.gnm1.ann1.T69UQ6.1, arahy.Tifrunner.gnm1.ann1.P4XMCK.1, arahy.Tifrunner.gnm1.ann1.H0R63D.1
OG0005208	CA07g04410	arahy.Tifrunner.gnm1.ann1.H8G850.1, arahy.Tifrunner.gnm1.ann1.2999NZ.1, arahy.Tifrunner.gnm1.ann1.9R3RK8.1, arahy.Tifrunner.gnm1.ann1.SU9WSI.1, arahy.Tifrunner.gnm1.ann1.ZEE1Y7.1, arahy.Tifrunner.gnm1.ann1.C5DNVC.1, arahy.Tifrunner.gnm1.ann1.SLEA2F.1
OG0005209	CA12g12950	arahy.Tifrunner.gnm1.ann1.XHYK4N.1, arahy.Tifrunner.gnm1.ann1.LT225G.1, arahy.Tifrunner.gnm1.ann1.2I1I1C.1
OG0005210	CA08g14350	arahy.Tifrunner.gnm1.ann1.G953P0.1, arahy.Tifrunner.gnm1.ann1.A63TPZ.1, arahy.Tifrunner.gnm1.ann1.238EGH.1, arahy.Tifrunner.gnm1.ann1.FTHC3L.1
OG0005211	CA01g29200	arahy.Tifrunner.gnm1.ann1.9I2FR5.1, arahy.Tifrunner.gnm1.ann1.MYJ1G5.1
OG0005212	CA08g15440, CA11g09530	arahy.Tifrunner.gnm1.ann1.HQG00T.1, arahy.Tifrunner.gnm1.ann1.A5F2HR.1
OG0005213	CA00g18410	arahy.Tifrunner.gnm1.ann1.VH582U.1, arahy.Tifrunner.gnm1.ann1.VM6HK1.1
OG0005214	CA12g07570, CA08g18990	arahy.Tifrunner.gnm1.ann1.I96A70.1, arahy.Tifrunner.gnm1.ann1.Y66AIQ.1
OG0005215	CA05g04660	arahy.Tifrunner.gnm1.ann1.8S5M3J.1, arahy.Tifrunner.gnm1.ann1.7Y84RT.1, arahy.Tifrunner.gnm1.ann1.J0Y6Y5.1, arahy.Tifrunner.gnm1.ann1.HXF7IN.1
OG0005216	CA12g20710	arahy.Tifrunner.gnm1.ann1.AH38KH.1, arahy.Tifrunner.gnm1.ann1.423XEH.1
OG0005216	CA03g01130	arahy.Tifrunner.gnm1.ann1.IHT531.1, arahy.Tifrunner.gnm1.ann1.DD8IGL.1
OG0005218	CA04g12540	arahy.Tifrunner.gnm1.ann1.4IT8LW.1, arahy.Tifrunner.gnm1.ann1.1784RG.1
OG0005218	CA12g12190	arahy.Tifrunner.gnm1.ann1.RE10SM.1, arahy.Tifrunner.gnm1.ann1.N953SJ.1
OG0005219	CA03g29930	arahy.Tifrunner.gnm1.ann1.M1EJI8.1, arahy.Tifrunner.gnm1.ann1.M5BF4R.1
OG0005220	CA00g01610	arahy.Tifrunner.gnm1.ann1.W5F641.1, arahy.Tifrunner.gnm1.ann1.F10EXU.1, arahy.Tifrunner.gnm1.ann1.WFL6TQ.1, arahy.Tifrunner.gnm1.ann1.GWIQ86.1
OG0005221	CA10g13480	arahy.Tifrunner.gnm1.ann1.4YP4NP.1, arahy.Tifrunner.gnm1.ann1.VPMT8W.1
OG0005222	CA10g14490	arahy.Tifrunner.gnm1.ann1.H2K856.1, arahy.Tifrunner.gnm1.ann1.93WSV1.1, arahy.Tifrunner.gnm1.ann1.ITS9LF.1
OG0005223	CA06g03560	arahy.Tifrunner.gnm1.ann1.9Z3VQ4.1, arahy.Tifrunner.gnm1.ann1.SG30IT.1, arahy.Tifrunner.gnm1.ann1.7BE6GS.1, arahy.Tifrunner.gnm1.ann1.8X0KIE.1, arahy.Tifrunner.gnm1.ann1.0T4V2C.1, arahy.Tifrunner.gnm1.ann1.5RQ1EV.2, arahy.Tifrunner.gnm1.ann1.59SVGU.1
OG0005224	CA01g02540	arahy.Tifrunner.gnm1.ann1.1BTX43.1, arahy.Tifrunner.gnm1.ann1.SWJY0L.1
OG0005225	CA08g10560, CA09g06380	arahy.Tifrunner.gnm1.ann1.6GC7G5.2, arahy.Tifrunner.gnm1.ann1.AVG2RT.1
OG0005226	CA02g00910, CA02g06400, CA02g18830	arahy.Tifrunner.gnm1.ann1.R4MYEN.1, arahy.Tifrunner.gnm1.ann1.55PVYA.1, arahy.Tifrunner.gnm1.ann1.TIE7EY.1, arahy.Tifrunner.gnm1.ann1.460FH3.2
OG0005227	CA08g18750	arahy.Tifrunner.gnm1.ann1.ZR7FTB.1, arahy.Tifrunner.gnm1.ann1.T5CB16.1, arahy.Tifrunner.gnm1.ann1.R4GM9V.1, arahy.Tifrunner.gnm1.ann1.B05S7J.1, arahy.Tifrunner.gnm1.ann1.8G8R7R.1
OG0005228	CA08g04120, CA08g04130, CA07g01180	arahy.Tifrunner.gnm1.ann1.XYX0FU.1, arahy.Tifrunner.gnm1.ann1.3GG3GM.1
OG0005229	CA05g16120, CA00g49410	arahy.Tifrunner.gnm1.ann1.J72S78.1, arahy.Tifrunner.gnm1.ann1.79Y86V.1
OG0005230	CA07g00280	arahy.Tifrunner.gnm1.ann1.WFV6V5.1, arahy.Tifrunner.gnm1.ann1.QC9P0E.1, arahy.Tifrunner.gnm1.ann1.6S67WQ.1, arahy.Tifrunner.gnm1.ann1.LBE3WY.1, arahy.Tifrunner.gnm1.ann1.CAM23Q.1, arahy.Tifrunner.gnm1.ann1.YY53PU.1
OG0005231	CA00g10880	arahy.Tifrunner.gnm1.ann1.40HSEN.1, arahy.Tifrunner.gnm1.ann1.33LTA3.1, arahy.Tifrunner.gnm1.ann1.LQ4NH4.1, arahy.Tifrunner.gnm1.ann1.AQI9IU.1, arahy.Tifrunner.gnm1.ann1.KRWA17.1
OG0005232	CA06g26130	arahy.Tifrunner.gnm1.ann1.78WJBV.1, arahy.Tifrunner.gnm1.ann1.814T0F.1
OG0005233	CA01g16400	arahy.Tifrunner.gnm1.ann1.C8XIPM.1, arahy.Tifrunner.gnm1.ann1.S4YUBI.1
OG0005234	CA00g95280, CA09g16440	arahy.Tifrunner.gnm1.ann1.VH3KGW.1, arahy.Tifrunner.gnm1.ann1.436L1R.1, arahy.Tifrunner.gnm1.ann1.E41BXM.1
OG0005235	CA03g00660	arahy.Tifrunner.gnm1.ann1.GXY8DM.1, arahy.Tifrunner.gnm1.ann1.E7M6AK.1, arahy.Tifrunner.gnm1.ann1.EMW6AM.1
OG0005236	CA02g00430	arahy.Tifrunner.gnm1.ann1.7E1YU6.1, arahy.Tifrunner.gnm1.ann1.QG049K.1, arahy.Tifrunner.gnm1.ann1.H08RUB.1, arahy.Tifrunner.gnm1.ann1.G5CDQW.1
OG0005237	CA07g15730	arahy.Tifrunner.gnm1.ann1.2Y4SM6.2, arahy.Tifrunner.gnm1.ann1.X0DSCJ.1, arahy.Tifrunner.gnm1.ann1.949BMZ.1
OG0005238	CA07g02810	arahy.Tifrunner.gnm1.ann1.KG0R3Z.1, arahy.Tifrunner.gnm1.ann1.D8MTW4.1
OG0005239	CA11g09450	arahy.Tifrunner.gnm1.ann1.B4SV0E.1, arahy.Tifrunner.gnm1.ann1.KTZ4EE.2
OG0005240	CA02g04930	arahy.Tifrunner.gnm1.ann1.71MGM7.1, arahy.Tifrunner.gnm1.ann1.NJCF43.1
OG0005241	CA07g19520	arahy.Tifrunner.gnm1.ann1.L4HCA7.1, arahy.Tifrunner.gnm1.ann1.R2E5NI.1, arahy.Tifrunner.gnm1.ann1.76C20C.1, arahy.Tifrunner.gnm1.ann1.Q36MFY.1
OG0005243	CA01g18060	arahy.Tifrunner.gnm1.ann1.8R4GHU.1, arahy.Tifrunner.gnm1.ann1.L35IVM.1
